id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
UV2aDm7yhl4/HVhlsv/15Q==,Propiedad,2020-04-23,9999-12-31,2020-04-23,-34.625748,-58.405590000000004,Argentina,Capital Federal,Parque Patricios,,,,6.0,4.0,3.0,,,,EXCELENTE TIPO CASA 6 AMB.,no paga
gYkD2fwFWJpz+psfYM+vZA==,Propiedad,2020-08-29,9999-12-31,2020-08-29,-34.6675213,-58.58706,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Villa Luzuriaga,no paga
+ORT21Ixj08cNmfQbjnUog==,Propiedad,2020-08-19,2020-09-02,2020-08-19,-34.658734,-58.761363,Argentina,Bs.As. G.B.A. Zona Oeste,Moreno,Paso del Rey,,,3.0,2.0,1.0,104.0,67.0,,DEPARTAMENTO-PH-VENTA-PASO DEL REY- CENTRO,no paga
ZsYGdxHYWDvsKW4FbD2n/Q==,Propiedad,2020-01-09,2020-02-13,2020-01-09,-34.549755700000006,-58.4747292,Argentina,Capital Federal,Saavedra,,,,3.0,2.0,1.0,520.0,520.0,,GARCIA DEL RIO 2900 / SAAVEDRA / PH 3 AMBIENTES,no paga
3hGjVv/qtgP7yY54Smz+mA==,Propiedad,2020-07-30,9999-12-31,2020-07-30,-34.6200219,-58.531262399999996,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,José Ingenieros,,,,3.0,2.0,,,Mensual,PH al frente con patio y terraza,no paga
GQ4th7DaXO9RR+Q/nJmCeA==,Propiedad,2020-01-30,2020-03-11,2020-01-30,-34.583635,-58.460395,Argentina,Capital Federal,Chacarita,,,,3.0,2.0,2.0,110.0,110.0,,PH Venta 3 ambientes Reciclado con terraza y patio. Imperdible!,no paga
qkHbkNd/UNqD/fltwah83Q==,Propiedad,2019-10-23,9999-12-31,2019-10-23,-34.5281836,-58.511503399999995,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,4.0,,2.0,105.0,105.0,Mensual,PH - Munro-Este,no paga
bJtH6ojexdhsAiRQFnRVfQ==,Propiedad,2020-05-21,2020-06-22,2020-05-21,-31.4605174,-64.1952909,Argentina,Córdoba,Córdoba,,,,3.0,4.0,,,,,Casa 4 dormitorios Zona Sur,no paga
f/y61QOtkhOMptGVOovMbg==,Propiedad,2020-08-06,2020-09-02,2020-08-06,-34.608234,-58.383,Argentina,Capital Federal,San Nicolás,,,,2.0,1.0,1.0,30.0,30.0,,P.H 2 amb/totalmente reciclado/1cua. de 9 de julio,no paga
FF+hxbV+TIlNfbrkmBU17w==,Propiedad,2020-08-12,9999-12-31,2020-08-12,-34.6549476,-58.6140843,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,4.0,3.0,2.0,,,,Casa PH en Venta en Moron,no paga
eiPJY2AHP1xl/BNkSQzAYw==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.59532,-58.42485,Argentina,Capital Federal,Recoleta,,,,4.0,3.0,1.0,84.0,84.0,,Depto.tipo casa de 4 ambientes en Venta en Recoleta,no paga
dXqFtoz13ciJbmOJDpLmIw==,Propiedad,2020-05-26,2020-06-05,2020-05-26,,,Argentina,Córdoba,Anisacate,,,,4.0,2.0,,,,,Vendo casa de dos dormitorios mas departamento de 1 dormitorio,no paga
Tr/rETBWQJTZoO1+IOmhAQ==,Propiedad,2020-02-17,9999-12-31,2020-02-17,-34.6327687692,-58.4882096154,Argentina,Capital Federal,Floresta,,,,7.0,6.0,2.0,,,Mensual,PH - Floresta,no paga
vR13WGP/lkYcMKSLYoaNNg==,Propiedad,2020-03-03,9999-12-31,2020-03-03,-34.6114249522,-58.585712958100004,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,El Palomar,,,4.0,1.0,1.0,98.0,66.0,Mensual,PH en Planta Alta -  El Palomar,no paga
e6iSoqienBPuFM2+FG3IFA==,Propiedad,2020-06-29,9999-12-31,2020-06-29,-34.5986849,-58.4899205,Argentina,Capital Federal,Villa del Parque,,,,,,,15.0,15.0,Mensual,PH - Villa del Parque,no paga
vfejRlSK0MnmfrA3JKcjTw==,Propiedad,2020-06-29,9999-12-31,2020-06-29,-38.0690654,-57.553225899999994,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,3.0,2.0,,,,Ph 4 ambientes amplio - con piscina,no paga
BMS3vlke1qXH32RIIPb8iA==,Propiedad,2020-05-05,2020-05-20,2020-05-05,-34.6097156,-58.4433275,Argentina,Capital Federal,Caballito,,,,4.0,3.0,2.0,114.0,114.0,,Depto.tipo casa de 4 ambientes en Venta en Cid campeador,no paga
3AFZS8G3iUePuBjXmGISfQ==,Propiedad,2020-01-28,9999-12-31,2020-01-28,,,Argentina,Capital Federal,,,,,3.0,2.0,1.0,,,,Calle 14,no paga
UAA53OJ7QmoGj990P2U6dA==,Propiedad,2020-03-11,2020-08-13,2020-03-11,-37.834920000000004,-57.5019037,Argentina,Buenos Aires Costa Atlántica,Santa Clara del Mar,,,,6.0,3.0,2.0,,,,VENTA DE EXCELENTE PROPIEDAD EN SANTA CLARA DEL MAR,no paga
3T2lLE/rlT5m50Id7JUwwA==,Propiedad,2019-11-20,2019-12-16,2019-11-20,,,Argentina,Mendoza,Luján de Cuyo,,,,10.0,3.0,2.0,,,,Barrio Rincon De Drummond II. Lujan De Cuyo,no paga
OyrmD2qVAwXS6RSylixuQA==,Propiedad,2019-09-27,9999-12-31,2019-09-27,-31.495306199999998,-64.1885287,Argentina,Córdoba,,,,,,,2.0,140.0,140.0,Mensual,PH - La Calandria,no paga
rUw7fYpjyXZTpzY+EEJFIA==,Propiedad,2019-12-04,2019-12-14,2019-12-04,-34.6132525,-58.52031160000001,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,154.0,,Mensual,Venta de PH en Villa Devoto luminoso y bastante amplio,no paga
Ps6CEbz3eWTUNwbQxHfhgA==,Propiedad,2019-11-06,2020-02-05,2019-11-06,-34.5578059,-58.556426,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,,,3.0,,2.0,,50.0,Mensual,PH - Villa Ballester,no paga
EHwtqMKYJmzk3yOHyrWPWg==,Propiedad,2020-02-07,2020-02-12,2020-02-07,-34.6711521,-58.5305473,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Lomas del Mirador,,,4.0,3.0,2.0,,,Mensual,4 AMBIENTES | GRAL OBRIEN 36,no paga
pGwk2qpl/nY5+oArg4Aplw==,Propiedad,2020-06-25,9999-12-31,2020-06-25,-38.046481400000005,-57.564306200000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,PH 3 amb. a estrenar. Termas de Huinco. Mar del Plata.,no paga
b463pWMUCWUW16eiDBp3JA==,Propiedad,2019-11-26,2019-12-23,2019-11-26,-34.572047,-58.431254,Argentina,Capital Federal,Belgrano,,,,2.0,1.0,1.0,100.0,50.0,,Arevalo 2900. Belgrano. 2 amb. Terraza propia y parrilla. U$S 185000,no paga
cgQDE/9IvWLDd/a8o2uhcQ==,Propiedad,2020-06-17,9999-12-31,2020-06-17,-34.6352562,-58.5234178,Argentina,Capital Federal,Versalles,,,,4.0,3.0,1.0,,,,PH - 4 AMBIENTES - PATIO Y TERRAZA PROPIA - SIN EXPENSAS.-,no paga
csGblzm8m/TyjV+9KCKq7Q==,Propiedad,2020-06-23,9999-12-31,2020-06-23,-34.5741308,-58.451956,Argentina,Capital Federal,Colegiales,,,,4.0,3.0,1.0,,,,4 AMB + PATIO + TERRAZA + TERRENO AL FONDO DE 162m² con casa 3 amb. prefabricada,no paga
5juzqgd7T5+gqEcjoncVJw==,Propiedad,2020-04-08,9999-12-31,2020-04-08,-37.9728064,-57.5454041,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Parque Luro,,,3.0,2.0,,,,,Oportunidad PH 3 Amb Parque Luro,no paga
GGsl3xfgGLKo1I2mCPfuPA==,Propiedad,2020-03-03,9999-12-31,2020-03-03,-34.8002799212,-58.4252437153,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Llavallol,,,3.0,2.0,1.0,,,Mensual,PH - Llavallol,no paga
kJhKnrox2PKPa08KEZOnJQ==,Propiedad,2020-06-17,2020-06-20,2020-06-17,-34.71880170000001,-58.2677959,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Quilmes,,,3.0,2.0,2.0,118.0,87.0,Mensual,Excelente y canchero Duplex en VENTA!!! ,no paga
j5K5rIfMxxjep4ZHfkbhxA==,Propiedad,2019-12-06,2020-04-07,2019-12-06,-34.7751369,-58.376206599999996,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Temperley,,,5.0,,2.0,,,Mensual,PH - Temperley,no paga
cZsk3Y1NYL0sce5JZN5Q6Q==,Propiedad,2020-05-30,9999-12-31,2020-05-30,-34.6506786,-58.5153664,Argentina,Capital Federal,Liniers,,,,3.0,2.0,2.0,,,,"Ph en Venta en Liniers, Capital federal U$S 245000",no paga
FS+pPe7/Sm81dkgqv1EYuQ==,Propiedad,2020-01-08,2020-01-24,2020-01-08,-34.5898454123,-58.423169096,Argentina,Capital Federal,Palermo,Palermo Soho,,,4.0,3.0,3.0,142.0,142.0,,Depto.tipo casa de 4 ambientes en Venta en Palermo soho,no paga
TgtNsJx9ZBhXxr1C8V9sOQ==,Propiedad,2020-08-04,2020-08-05,2020-08-04,-34.651956,-58.558600399999996,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,3.0,2.0,2.0,,,,Ramos Mejia PH 3 amb Caudana propiedades,no paga
GVNk30HVVeaBnM2ZlQU8dQ==,Propiedad,2020-04-16,2020-04-17,2020-04-16,-37.98467479999999,-57.5617879,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,Pompeya. PH tres ambientes.,no paga
RI5Ctg/lJhTjeFAuR2GMDw==,Propiedad,2020-01-14,9999-12-31,2020-01-14,,,Argentina,Capital Federal,,,,,3.0,2.0,1.0,,,,OPORTUNIDAD CASA CON COCHERA Y PARQUE,no paga
aCKIEj2FoaausCJO+Gna0g==,Propiedad,2020-06-17,9999-12-31,2020-06-17,-34.641704,-58.504468,Argentina,Capital Federal,Villa Luro,,,,2.0,,2.0,,,,"Departamento PH  en Venta ubicado en Villa Luro, Capital Federal",no paga
IcG9tBrPS2eIqdX+eM8HBw==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.6440832937,-58.6193054062,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,5.0,4.0,3.0,,,,Chalet PH en Venta en Moron Centro,no paga
pXcYPZggj+Qlx1iNWbJ2/A==,Propiedad,2020-02-12,9999-12-31,2020-02-12,-34.663421,-58.683179,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,4.0,2.0,1.0,329.0,115.0,,PH A REFACCIONAR SOBRE GRAN LOTE! EN ITUZAINGO.,no paga
ciJ0uOzt5CpOZHRRWX+D6Q==,Propiedad,2020-03-04,9999-12-31,2020-03-04,-37.9928396,-57.553042700000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,6.0,5.0,,,,,Casa de estilo en venta. 5 dormitorios. La Perla.,no paga
wdz1or4vmditDvzEiLkiAw==,Propiedad,2020-08-14,9999-12-31,2020-08-14,-34.650251399999995,-58.5507745,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,2.0,1.0,1.0,,,,Casa PH en Venta en Ramos Mejia,no paga
01eVPjClLklLUMH4dB0UAw==,Propiedad,2019-11-11,2019-11-26,2019-11-11,-34.5985251546,-58.414488116,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,95.0,95.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,no paga
gJeQg2bUcVS5O8Zpy+Pa1w==,Propiedad,2020-02-11,2020-02-13,2020-02-11,-34.6008577036,-58.438250419300005,Argentina,Capital Federal,Almagro,,,,4.0,3.0,3.0,118.0,118.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,no paga
QJOkWH7tY7ZTJ1AKwb+lDw==,Propiedad,2019-12-13,2020-05-18,2019-12-13,-34.6271729,-58.4431256,Argentina,Capital Federal,Almagro,,,,5.0,,2.0,244.0,200.0,Mensual,Venta de PH en Caballito a refaccionar,no paga
EK+gMYU9nSyGRsDfFrnckw==,Propiedad,2020-08-12,9999-12-31,2020-08-12,-34.646611,-58.5349939,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,6.0,5.0,2.0,,,,Casa PH en Venta en Ciudadela,no paga
Sj8jCXuIvuOfvaJLfQSM6A==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.706566652199996,-58.3322437808,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,1.0,,,,Chalet PH en Venta en Wilde Oeste,no paga
0TSPuBcA+/a558FhkvXhKg==,Propiedad,2019-11-05,2019-11-06,2019-11-05,-32.9367741377,-60.6525757544,Argentina,Santa Fe,Rosario,,,,3.0,,1.0,68.0,68.0,Mensual,Casa Interna a la venta en  Pichincha no PH,no paga
htgjkenrzHe2O30ydr90og==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.6676172787,-58.407254988599995,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,2.0,,,,Casa PH en Venta en Valentin Alsina,no paga
4nqIS5DXOgaYFfi5W+TtOQ==,Propiedad,2020-04-11,9999-12-31,2020-04-11,-34.669569851999995,-58.353383197700005,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,2.0,1.0,1.0,,,,Departamento Tipo Casa en Venta en Dock Sud,no paga
XFe3pSQ4OBiYdQx9iAGocg==,Propiedad,2019-12-12,2019-12-23,2019-12-12,-34.59197,-58.42896,Argentina,Capital Federal,Palermo,,,,5.0,4.0,3.0,160.0,160.0,,Depto.tipo casa de 5 ambientes en Venta en Palermo,no paga
+YyvSw+ym3Enpal7CzqieA==,Propiedad,2020-07-22,2020-10-24,2020-07-22,-37.955597984200004,-57.7644470059,Argentina,Buenos Aires Interior,General Pueyrredón,Sierra de los Padres,,,3.0,2.0,2.0,,,,CHALET EN VENTA EN SIERRA DE LOS PADRES - TOMA PERMUTA EN MDP (DPTO O PH DE 3 AMB),no paga
JE4x4hpdG2HLSlUlPpcz9Q==,Propiedad,2019-11-14,2020-01-21,2019-11-14,-34.610463,-58.491909,Argentina,Capital Federal,Villa del Parque,,,,3.0,2.0,1.0,145.0,76.0,,"PH 3 AMB CON TERRAZA, RECICLADO A NUEVO",no paga
Q4IDYacpi1I6Yy1Y5TlBwA==,Propiedad,2020-07-27,2020-09-02,2020-07-27,-34.507394,-58.511339,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Olivos,,,4.0,3.0,2.0,172.0,112.0,,RETASADO - DUPLEX Y TRIPLEX  PH A ESTRENAR OLIVOS,no paga
f7h3mTNrhGdwMzU5gUJAdg==,Propiedad,2019-12-04,2019-12-14,2019-12-04,-34.618171399999994,-58.4944961,Argentina,Capital Federal,Villa del Parque,,,,3.0,,1.0,45.0,45.0,Mensual,Venta de PH en Villa Santa Rita nuevo y con luz natural,no paga
+WqzudptCHLxtl6ysRTZlw==,Propiedad,2020-05-28,2020-07-15,2020-05-28,-32.990389799999996,-68.763153,Argentina,Mendoza,Maipú,,,,3.0,2.0,2.0,,,,-. MARCEROU PROPIEDADES VENDE.- Casa en Maipu sobre calle Tropero Sosa,no paga
j982xTfbN4TEbXjkHYzWYw==,Propiedad,2019-11-27,9999-12-31,2019-11-27,-34.7638862,-58.395517299999995,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Lomas de Zamora,,,4.0,,1.0,,52.0,Mensual,PH - Lomas de Zamora Este,no paga
3UJzq40l7D2VoFoS1TR9Vg==,Propiedad,2020-02-05,9999-12-31,2020-02-05,,,Argentina,Capital Federal,,,,,3.0,2.0,,,,,OPORTUNIDAD!! PH DE 3 AMBIENTES INDEPENDIENTE,no paga
fxPddi9XOaVY3SWLzIpuEQ==,Propiedad,2020-07-22,9999-12-31,2020-07-22,-34.6048464,-58.416626,Argentina,Capital Federal,Almagro,,,,4.0,3.0,2.0,102.0,102.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,no paga
mvNVaNRyNHBvbSLp2+TpZg==,Propiedad,2020-03-05,2020-09-03,2020-03-05,-34.620113399999994,-58.521321900000004,Argentina,Capital Federal,Villa Real,,,,,,,,,Mensual,PH 3 AMB PATIO OPORTUNIDAD NAZARRE 5493 VILLA REAL ENTRADA INDEPENDIENTE,no paga
yXfM6tWjzWF4sTDjPvUNgw==,Propiedad,2020-06-06,2020-06-25,2020-06-06,-34.7165348,-58.312748899999995,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,128.0,64.0,Mensual,Venta de departamento tipo casa PH en  Bernal Oeste,no paga
Qzan72dqhX3uyHk9g3p5GQ==,Propiedad,2020-04-23,2020-08-11,2020-04-23,-34.541981,-58.478024,Argentina,Capital Federal,Saavedra,,,,3.0,2.0,2.0,,,,VENTA-PH- DUPLEX  A ESTRENAR-3 AMBIENTES BALC. Y ESPACIO COCHERA/JARDINCITO-SAAVEDRA,no paga
mPZwk2rtrUZcFKPB+eqvBQ==,Propiedad,2019-12-20,2019-12-20,2019-12-20,-34.6111,-58.513043,Argentina,Capital Federal,Villa Devoto,,,,2.0,1.0,1.0,67.0,41.0,Mensual,PH 2 AMB A ESTRENAR 67M2 TERRAZA PROPIA V. DEVOTO,no paga
oOUaJVn8VVHTTyrxI8WA+Q==,Propiedad,2020-05-27,2020-06-29,2020-05-27,-31.464181099999998,-64.4260882,Argentina,Córdoba,Córdoba,,,,,3.0,2.0,,,,Casa a estrenar. Cañitas Falda del Carmen,no paga
PXRBM4qpknA5O67+pbbQYA==,Propiedad,2020-01-29,2020-02-07,2020-01-29,-34.602701,-58.491328,Argentina,Capital Federal,Villa del Parque,,,,3.0,2.0,2.0,321.0,290.0,,PH SIN EXPENSAS 321m Total PB con Galpón de 225m2.,no paga
0K4iSnIFLXF7xcKN23svMw==,Propiedad,2019-08-22,9999-12-31,2019-08-22,-34.525622399999996,-58.5129429,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,2.0,,1.0,55.0,50.0,Mensual,Terreno - Munro,no paga
mGLYRMTEhwY3Jr69CuIoig==,Propiedad,2019-12-07,2019-12-20,2019-12-07,-34.616096999999996,-58.477168000000006,Argentina,Capital Federal,Villa General Mitre,,,,3.0,2.0,1.0,58.0,56.0,,PH 3 ambientes balcón al frente - Villa Gral Mitre,no paga
F4svoquIt4AtLVv/YTXBZA==,Propiedad,2019-08-27,9999-12-31,2019-08-27,-34.61606870000001,-58.3752284,Argentina,Capital Federal,San Telmo,,,,2.0,,1.0,50.0,50.0,Mensual,PH - San Telmo,no paga
U/196Z/zC9/MqzapoUye4A==,Propiedad,2019-10-18,2020-01-09,2019-10-18,-34.641839000000004,-58.46561,Argentina,Capital Federal,Flores,,,,3.0,2.0,1.0,138.0,67.0,,PH 3 Ambientes-Apto Profesional-Flores-Terraza,no paga
zFaQ9nZKwVkQXLphNgOnQQ==,Propiedad,2020-02-11,2020-08-05,2020-02-11,,,Argentina,Capital Federal,,,,,5.0,4.0,2.0,,,,Venta casa barrio norte,no paga
KwrQp0rD5TgxnYrcJtxJcw==,Propiedad,2020-05-19,2020-05-20,2020-05-19,-34.5773675,-58.4747932,Argentina,Capital Federal,Villa Ortuzar,,,,5.0,4.0,2.0,120.0,120.0,,Depto.tipo casa de 5 ambientes en Venta en Villa ortuzar,no paga
nTFulDXQO/Vh2PgRVxIdYg==,Propiedad,2020-07-14,9999-12-31,2020-07-14,-37.9920987,-57.5947926,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,CASA CON GALPON,no paga
6dVX7lVy0ToT611DwPFsrg==,Propiedad,2019-10-29,2019-11-05,2019-10-29,-34.632286,-58.361141,Argentina,Capital Federal,Boca,,,,3.0,2.0,2.0,98.0,96.0,,PH - 3 AMBIENTES - LA BOCA - EXCELENTE ESTADO.,no paga
Z0vfArKmnnX9iGL4p+0Z6g==,Propiedad,2020-05-26,2020-07-01,2020-05-26,-30.921061699999996,-64.5388208,Argentina,Córdoba,San Esteban,,,,2.0,1.0,1.0,,,,Casa 1 dormitorio en San Esteban,no paga
+4J5zE1OndIc1PNlC/Ycew==,Propiedad,2019-11-25,2020-01-13,2019-11-25,-34.640552,-58.535035,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Ciudadela,,,4.0,3.0,2.0,179.0,105.0,,PH VENTA 4 AMBIENTES CIUDADELA,no paga
U/6oSeO82vMd42Ot5mz57g==,Propiedad,2020-03-12,2020-03-14,2020-03-12,-34.584011,-58.451129,Argentina,Capital Federal,Chacarita,,,,5.0,4.0,3.0,255.0,199.0,,Venta PH 5 amb c/cochera en Chacarita. IMPECABLE!,no paga
2ZRjPQ2X7oHPdEZGkUtXUg==,Propiedad,2020-05-13,9999-12-31,2020-05-13,-37.9941828,-57.56396329999999,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,3.0,2.0,,,,CASA 4 AMBIENTES,no paga
fv5WrA8b7g2R+RaP1CdChw==,Propiedad,2020-06-02,2020-06-08,2020-06-02,-34.584919799999994,-58.5875321,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Martín Coronado,,,3.0,2.0,2.0,146.0,94.0,,PH + 3 AMB + QUINCHO + PATIO + BALCON ATERRAZADO + RECICLADO ,no paga
jJ4nTiWhmuA568DKsOCAgQ==,Propiedad,2020-05-13,2020-10-05,2020-05-13,-34.6642482,-58.5320417,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Lomas del Mirador,,,2.0,1.0,1.0,,,,PH 2 AMBIENTES AL FRENTE CON PATIO,no paga
iDnsvYcOWyGQn8hbPL6iFA==,Propiedad,2020-08-22,2020-09-04,2020-08-22,,,Argentina,Capital Federal,Flores,,,,2.0,1.0,1.0,41.0,41.0,Mensual,"Excelente PH totalmente reciclado, 2do piso por escalera, muyy luminoso",no paga
kvXA7ryk0ihuIuFzwUaWVg==,Propiedad,2019-09-18,2020-03-15,2019-09-18,-34.641715999999995,-58.366634,Argentina,Capital Federal,Boca,,,,2.0,1.0,1.0,40.0,40.0,,Venta Ph 2 ambientes en La Boca Apto credito,no paga
tJft/T1lNjM8kXPCaRlTXw==,Propiedad,2020-05-26,2020-08-06,2020-05-26,-31.4149065,-64.4914071,Argentina,Córdoba,Villa Carlos Paz,,,,5.0,3.0,2.0,,,,casa 3 Dormitorios,no paga
9pQdhERmLM8yeP7vpGq37g==,Propiedad,2019-10-13,2019-11-04,2019-10-13,-34.694229,-58.373988,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,2.0,1.0,1.0,54.0,54.0,,Bustamante y Sarmiento 2 amb a reciclar 54m2,no paga
ddiLiZ+W6EWo9l6ah0FkGQ==,Propiedad,2020-01-03,9999-12-31,2020-01-03,-37.9297930997,-57.5325999762,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,5.0,4.0,2.0,143.0,143.0,,PH 5 AMBIENTES ZONA CONSTITUCIÓN,no paga
DB2AstCjfedFmPSANR+6xA==,Propiedad,2020-07-03,2020-07-18,2020-07-03,-34.60845,-58.41561,Argentina,Capital Federal,Balvanera,,,,3.0,2.0,2.0,124.0,124.0,,Depto.tipo casa de 3 ambientes en Venta en Balvanera,no paga
PIL06RnjDvHpLcjEVkmTEQ==,Propiedad,2020-08-25,2020-10-03,2020-08-25,-34.630086999999996,-58.509698,Argentina,Capital Federal,Villa Luro,,,,4.0,3.0,3.0,256.0,112.0,,Venta Ph tipo casa con Quincho Terraza y Garage,no paga
Z+8P8JhOgUG6MQ3uGGMpJw==,Propiedad,2020-03-12,2020-06-23,2020-03-12,,,Argentina,Buenos Aires Interior,Bahía Blanca,,,,3.0,2.0,1.0,,,,OPORTUNIDAD Inquilinos Bahienses 2 d. e/auto US$ 52.000 y ctas.,no paga
EUB2V2OW6LaghqvZnqyPBA==,Propiedad,2019-10-29,2019-11-19,2019-10-29,-34.57865770000001,-58.4638627,Argentina,Capital Federal,Villa Ortuzar,,,,4.0,,1.0,72.0,60.0,Mensual,PH EN VENTA 4 AMB C/TERRAZA Y PATIO UBICADO EN VILLA ORTUZAR,no paga
NzyqxwRJdNzgQcZtXr6IfQ==,Propiedad,2019-12-27,2020-01-09,2019-12-27,-34.578312841199995,-58.433666376000005,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,60.0,50.0,,Hermoso departamento PH de tres ambientes con patio en venta Palermo,no paga
LyjnrYAoyKGptMN5h/q4Gg==,Propiedad,2020-05-12,9999-12-31,2020-05-12,-34.6479021,-58.5284689,Argentina,Capital Federal,Liniers,,,,4.0,3.0,,,,,Ph de 4 ambientes en Liniers,no paga
a/U1OGlMFYxtuUZOrkFW7g==,Propiedad,2020-01-21,2020-10-02,2020-01-21,-34.6131348,-58.4853637,Argentina,Capital Federal,Villa del Parque,,,,2.0,1.0,1.0,90.0,63.0,Mensual,PH - Villa del Parque,no paga
wZNjkVV1LZL7BBef55/HjQ==,Propiedad,2020-05-20,2020-05-20,2020-05-20,-34.6097156,-58.4433275,Argentina,Capital Federal,Caballito,,,,4.0,3.0,2.0,114.0,114.0,Mensual,Depto.tipo casa de 4 ambientes en Venta en Cid campeador,no paga
hDliNvC6zfNOGC3X3SrCew==,Propiedad,2020-04-08,2020-04-16,2020-04-08,-34.5852918743,-58.4448876359,Argentina,Capital Federal,Chacarita,,,,4.0,4.0,1.0,140.0,130.0,,Ph de 140 m2 con patio y cochera en venta en el barrio de Chacarita,no paga
R9mLJdC7o8Y+zcEQtQFVXA==,Propiedad,2019-11-10,2020-01-13,2019-11-10,-34.641528,-58.441784,Argentina,Capital Federal,Parque Chacabuco,,,,3.0,2.0,1.0,303.0,91.0,,VENTA PH PARQUE CHACABUCO 3 AMBIENTES DEPENDENCIA,no paga
1sRjx7Xu46CRWQEh7tVU2Q==,Propiedad,2020-07-16,2020-08-13,2020-07-16,-34.5783131931,-58.433591156999995,Argentina,Capital Federal,Palermo,Palermo Hollywood,,,3.0,2.0,1.0,60.0,50.0,,Hermoso departamento PH de tres ambientes con patio en venta Palermo,no paga
AXh4NYyojx/1m3mu6JjoHg==,Propiedad,2020-02-01,2020-03-15,2020-02-01,-34.602612,-58.480888,Argentina,Capital Federal,Villa del Parque,,,,3.0,2.0,1.0,148.0,148.0,,VENTA PH 3 AMBIENTES C/COCHERA EN VILLA DEL PARQUE,no paga
+quDoe4zGblWG4FHDj2IEA==,Propiedad,2020-04-06,2020-08-24,2020-04-06,-34.6684843154,-58.7023668383,Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,,,,4.0,3.0,1.0,,,,Casa PH en Venta en San Antonio de Padua Sur,no paga
zryNDd55RlqjjRPnm10S+A==,Propiedad,2020-05-18,2020-06-15,2020-05-18,-34.592882,-58.418249800000005,Argentina,Capital Federal,Palermo,,,,6.0,4.0,2.0,160.0,130.0,Mensual,PH - Palermo,no paga
IMXCMnvNvhLzvbK0pnKSzQ==,Propiedad,2020-07-09,9999-12-31,2020-07-09,-31.448962800000004,-64.1668061,Argentina,Córdoba,Córdoba,,,,2.0,,2.0,,100.0,,DUPLEX ESTRENAR IDEAL INVERSOR,no paga
