edad,categ_laboral,estado_civil,nivel_educacion,deuda,balance,vivienda,prestamo,contacto,dia,mes,anio,duracion,cant_actual,dias_entre,cant_previa,resultado_ant,suscribe
59,jubiladx,casadx,secundario,no,1521,si,si,desconocido,14,may,2008,1125,2,-1,0,desconocido,no
59,operarix,casadx,desconocido,no,-278,si,no,desconocido,13,may,2008,318,2,-1,0,desconocido,no
53,operarix,casadx,secundario,no,1140,si,no,desconocido,15,may,2008,241,32,-1,0,desconocido,no
54,servicios,casadx,secundario,no,-165,no,si,desconocido,3,jul,2008,202,1,-1,0,desconocido,no
42,tecnico,casadx,universitario/terciario,no,250,no,si,celular,12,ago,2008,213,3,-1,0,desconocido,no
51,gestion,divorciadx/viudx,universitario/terciario,no,492,no,si,celular,29,jul,2008,54,7,-1,0,desconocido,no
42,gestion,casadx,universitario/terciario,no,721,no,si,celular,5,ago,2008,91,5,-1,0,desconocido,no
57,gestion,casadx,universitario/terciario,no,1602,no,no,celular,29,jul,2008,339,3,-1,0,desconocido,no
34,administrador,casadx,secundario,no,645,si,no,desconocido,19,may,2008,420,1,-1,0,desconocido,no
34,empresarix,casadx,desconocido,no,-506,no,no,celular,29,ago,2008,19,16,-1,0,desconocido,no
34,gestion,casadx,universitario/terciario,no,520,si,no,celular,12,ago,2008,1307,4,-1,0,desconocido,no
59,jubiladx,casadx,primario,no,1115,no,no,desconocido,19,jun,2008,834,1,-1,0,desconocido,no
43,tecnico,casadx,secundario,no,1865,si,no,celular,17,nov,2008,155,1,186,1,fallo,no
50,administrador,casadx,primario,no,-75,no,si,telefono fijo,9,jul,2008,233,7,-1,0,desconocido,no
33,administrador,divorciadx/viudx,primario,no,1416,si,no,desconocido,2,jun,2008,239,4,-1,0,desconocido,no
40,tecnico,casadx,secundario,no,265,no,no,desconocido,18,jun,2008,1365,4,-1,0,desconocido,no
36,operarix,casadx,desconocido,no,-389,si,no,desconocido,14,may,2008,76,9,-1,0,desconocido,no
49,jubiladx,casadx,primario,no,192,no,no,celular,10,jul,2008,227,1,-1,0,desconocido,no
45,operarix,divorciadx/viudx,primario,no,0,si,no,celular,21,jul,2008,211,2,-1,0,desconocido,no
39,servicios,solterx,secundario,no,-244,si,no,desconocido,8,may,2008,152,2,-1,0,desconocido,no
45,operarix,casadx,secundario,no,3,no,si,telefono fijo,30,jul,2008,154,2,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,82,no,no,celular,8,ago,2008,507,4,-1,0,desconocido,no
28,desempleadx,casadx,secundario,no,863,si,si,desconocido,27,may,2008,355,1,-1,0,desconocido,no
45,operarix,casadx,secundario,no,2926,si,si,celular,22,jul,2008,477,2,-1,0,desconocido,no
28,servicios,casadx,secundario,no,4,si,no,desconocido,27,jun,2008,133,5,-1,0,desconocido,no
40,desempleadx,divorciadx/viudx,secundario,no,262,si,no,desconocido,14,may,2008,163,5,-1,0,desconocido,no
30,gestion,solterx,universitario/terciario,no,6493,no,no,celular,11,ago,2008,132,5,-1,0,desconocido,no
40,empresarix,casadx,universitario/terciario,no,1024,no,no,celular,19,nov,2008,723,1,-1,0,desconocido,no
59,jubiladx,casadx,secundario,no,25947,no,no,celular,13,ago,2008,292,2,-1,0,desconocido,no
57,tecnico,divorciadx/viudx,universitario/terciario,no,437,no,no,celular,26,ago,2008,435,5,-1,0,desconocido,no
29,operarix,casadx,secundario,no,-28,si,no,desconocido,12,may,2008,393,1,-1,0,desconocido,no
40,gestion,casadx,universitario/terciario,si,-1036,si,si,desconocido,23,jun,2008,41,2,-1,0,desconocido,no
40,servicios,divorciadx/viudx,desconocido,no,4384,si,no,desconocido,5,may,2008,315,1,-1,0,desconocido,no
32,operarix,solterx,secundario,no,338,si,no,desconocido,13,may,2008,73,3,-1,0,desconocido,no
55,jubiladx,divorciadx/viudx,secundario,no,1580,no,si,desconocido,19,jun,2008,1007,1,-1,0,desconocido,no
35,independiente,solterx,universitario/terciario,no,4294,no,no,desconocido,26,jun,2008,529,4,-1,0,desconocido,no
40,independiente,casadx,universitario/terciario,no,642,no,no,celular,18,nov,2008,147,3,-1,0,desconocido,no
27,trabajadora casas particulares,casadx,secundario,no,0,no,si,celular,17,jul,2008,72,1,-1,0,desconocido,no
32,gestion,solterx,universitario/terciario,no,474,si,no,celular,7,ago,2008,90,3,-1,0,desconocido,no
24,tecnico,solterx,secundario,no,681,si,no,desconocido,4,jun,2008,180,2,-1,0,desconocido,no
34,operarix,casadx,secundario,no,683,si,no,desconocido,14,may,2008,245,2,-1,0,desconocido,no
28,servicios,solterx,secundario,no,234,no,no,desconocido,9,may,2008,107,3,-1,0,desconocido,no
48,tecnico,casadx,universitario/terciario,no,9207,no,no,celular,18,ago,2008,445,3,-1,0,desconocido,no
35,tecnico,casadx,secundario,no,433,no,no,celular,28,ago,2008,14,16,-1,0,desconocido,no
44,operarix,casadx,secundario,no,96,si,no,celular,31,jul,2008,547,2,-1,0,desconocido,no
32,gestion,solterx,universitario/terciario,no,1169,si,no,desconocido,21,may,2008,322,2,-1,0,desconocido,no
45,servicios,casadx,secundario,no,22,si,no,desconocido,8,may,2008,209,3,-1,0,desconocido,no
60,tecnico,solterx,secundario,no,0,no,no,telefono fijo,29,ago,2008,86,2,-1,0,desconocido,no
30,servicios,solterx,secundario,no,62,si,no,celular,21,nov,2008,76,1,-1,0,desconocido,no
33,administrador,solterx,secundario,no,4436,si,no,desconocido,26,may,2008,81,6,-1,0,desconocido,no
58,gestion,casadx,secundario,no,2739,si,no,celular,30,jul,2008,86,6,-1,0,desconocido,no
25,tecnico,divorciadx/viudx,universitario/terciario,no,174,no,si,desconocido,27,may,2008,350,4,-1,0,desconocido,no
31,gestion,casadx,universitario/terciario,no,315,no,no,celular,29,ago,2008,109,4,-1,0,desconocido,no
54,tecnico,casadx,secundario,no,1378,si,no,desconocido,5,may,2008,240,1,-1,0,desconocido,no
30,trabajadora casas particulares,casadx,primario,no,462,no,si,celular,30,jul,2008,274,3,-1,0,desconocido,no
40,servicios,casadx,secundario,no,0,si,no,celular,21,nov,2008,43,1,185,2,fallo,no
42,gestion,casadx,universitario/terciario,no,559,no,no,celular,19,ago,2008,88,1,-1,0,desconocido,no
59,administrador,casadx,secundario,no,-396,si,no,desconocido,26,may,2008,204,1,-1,0,desconocido,no
47,servicios,casadx,secundario,no,367,si,no,celular,10,jul,2008,476,4,-1,0,desconocido,no
33,estudiante,solterx,universitario/terciario,no,3404,si,no,desconocido,2,jun,2008,312,3,-1,0,desconocido,no
31,administrador,solterx,secundario,no,-407,no,si,celular,7,jul,2008,230,1,-1,0,desconocido,no
39,servicios,solterx,secundario,no,326,si,no,desconocido,27,may,2008,115,1,-1,0,desconocido,no
30,operarix,casadx,secundario,no,501,si,si,desconocido,27,may,2008,514,1,-1,0,desconocido,no
47,gestion,casadx,universitario/terciario,no,600,no,no,celular,19,ago,2008,290,15,-1,0,desconocido,no
50,operarix,casadx,desconocido,no,2065,no,no,celular,12,ago,2008,161,2,-1,0,desconocido,no
51,gestion,solterx,universitario/terciario,no,2139,no,no,celular,17,nov,2008,176,2,-1,0,desconocido,no
41,servicios,casadx,secundario,no,2085,si,no,desconocido,26,may,2008,125,4,-1,0,desconocido,no
45,tecnico,casadx,secundario,no,0,si,si,telefono fijo,9,jul,2008,74,1,-1,0,desconocido,no
51,operarix,casadx,primario,no,1694,no,no,celular,13,ago,2008,186,2,-1,0,desconocido,no
51,tecnico,casadx,secundario,no,143,si,no,desconocido,16,may,2008,627,1,-1,0,desconocido,no
59,operarix,divorciadx/viudx,secundario,no,-361,no,si,celular,28,jul,2008,247,3,-1,0,desconocido,no
52,operarix,casadx,primario,no,9804,si,si,celular,18,ago,2008,155,4,-1,0,desconocido,no
51,servicios,casadx,desconocido,no,518,no,no,desconocido,5,jun,2008,312,3,-1,0,desconocido,no
39,gestion,divorciadx/viudx,secundario,no,4314,si,no,celular,20,nov,2008,141,4,-1,0,desconocido,no
50,operarix,casadx,primario,no,61,si,no,desconocido,5,may,2008,621,3,-1,0,desconocido,no
31,tecnico,casadx,universitario/terciario,no,22,no,no,celular,22,ago,2008,122,5,-1,0,desconocido,no
46,operarix,solterx,primario,no,87,no,no,desconocido,15,may,2008,78,1,-1,0,desconocido,no
31,operarix,solterx,secundario,no,58,si,no,desconocido,21,may,2008,542,1,-1,0,desconocido,no
37,tecnico,casadx,universitario/terciario,no,2043,no,no,celular,22,ago,2008,143,4,-1,0,desconocido,no
35,operarix,solterx,primario,no,3751,no,no,desconocido,16,jun,2008,193,1,-1,0,desconocido,no
49,tecnico,casadx,secundario,no,378,no,no,desconocido,9,jun,2008,189,2,-1,0,desconocido,no
41,operarix,casadx,desconocido,no,732,si,no,desconocido,16,may,2008,25,1,-1,0,desconocido,no
57,gestion,casadx,universitario/terciario,no,1172,si,no,celular,20,nov,2008,72,1,-1,0,desconocido,no
36,operarix,solterx,secundario,no,90,si,no,desconocido,12,may,2008,13,5,-1,0,desconocido,no
53,gestion,casadx,primario,no,-139,no,no,celular,9,jul,2008,328,3,-1,0,desconocido,no
43,empresarix,casadx,universitario/terciario,no,13342,si,no,celular,18,nov,2008,465,1,-1,0,desconocido,no
38,tecnico,solterx,secundario,no,3278,no,no,celular,19,ago,2008,645,14,-1,0,desconocido,no
33,gestion,casadx,universitario/terciario,no,455,si,si,desconocido,29,may,2008,122,10,-1,0,desconocido,no
53,jubiladx,casadx,primario,no,3126,si,no,celular,22,jul,2008,237,1,-1,0,desconocido,no
39,operarix,casadx,secundario,no,7653,no,no,desconocido,11,jun,2008,165,2,-1,0,desconocido,no
39,operarix,casadx,primario,no,104,si,no,desconocido,4,jun,2008,624,2,-1,0,desconocido,no
39,operarix,solterx,primario,no,1537,no,si,desconocido,5,jun,2008,805,2,-1,0,desconocido,no
28,operarix,casadx,secundario,no,948,si,no,desconocido,9,may,2008,455,1,-1,0,desconocido,no
40,gestion,casadx,secundario,no,394,si,no,celular,16,jul,2008,60,5,-1,0,desconocido,no
57,tecnico,divorciadx/viudx,secundario,no,3105,si,no,desconocido,14,may,2008,173,11,-1,0,desconocido,no
57,tecnico,casadx,secundario,no,29207,si,no,telefono fijo,21,nov,2008,232,2,-1,0,desconocido,no
30,empresarix,casadx,universitario/terciario,no,-130,si,si,desconocido,3,jul,2008,194,2,-1,0,desconocido,no
41,independiente,solterx,universitario/terciario,no,1755,no,no,desconocido,11,jun,2008,152,10,-1,0,desconocido,no
47,tecnico,casadx,primario,no,187,si,no,desconocido,9,may,2008,165,1,-1,0,desconocido,no
29,gestion,solterx,universitario/terciario,no,3357,no,no,celular,21,jul,2008,120,3,-1,0,desconocido,no
39,tecnico,casadx,secundario,no,0,no,no,celular,4,ago,2008,281,3,-1,0,desconocido,no
43,gestion,casadx,universitario/terciario,no,2767,si,no,desconocido,15,may,2008,317,7,-1,0,desconocido,no
29,tecnico,solterx,secundario,no,359,si,no,celular,8,jul,2008,604,1,-1,0,desconocido,no
38,gestion,divorciadx/viudx,universitario/terciario,no,554,no,no,celular,12,ago,2008,138,4,-1,0,desconocido,no
48,operarix,casadx,primario,no,719,no,si,celular,11,ago,2008,418,5,-1,0,desconocido,no
33,independiente,casadx,secundario,no,77,no,no,celular,28,ago,2008,958,6,-1,0,desconocido,no
36,operarix,divorciadx/viudx,secundario,no,625,si,no,desconocido,21,may,2008,265,2,-1,0,desconocido,no
33,operarix,divorciadx/viudx,primario,no,-53,si,no,desconocido,26,may,2008,369,1,-1,0,desconocido,no
33,tecnico,casadx,secundario,no,153,si,no,desconocido,16,may,2008,148,2,-1,0,desconocido,no
37,gestion,solterx,secundario,no,3167,si,no,desconocido,30,may,2008,197,1,-1,0,desconocido,no
32,operarix,casadx,secundario,no,5075,si,no,telefono fijo,20,nov,2008,90,2,-1,0,desconocido,no
44,servicios,divorciadx/viudx,secundario,no,240,si,no,desconocido,8,may,2008,155,2,-1,0,desconocido,no
43,empresarix,casadx,secundario,no,556,si,no,celular,17,jul,2008,317,1,-1,0,desconocido,no
51,servicios,casadx,universitario/terciario,no,0,no,no,celular,7,ago,2008,297,8,-1,0,desconocido,no
36,gestion,casadx,universitario/terciario,no,549,si,no,celular,18,nov,2008,72,2,-1,0,desconocido,no
35,trabajadora casas particulares,casadx,universitario/terciario,no,303,no,no,celular,4,ago,2008,311,1,-1,0,desconocido,no
23,operarix,solterx,primario,no,965,si,no,desconocido,21,may,2008,1161,4,-1,0,desconocido,no
33,tecnico,casadx,universitario/terciario,no,44,si,no,celular,21,nov,2008,88,2,-1,0,desconocido,no
56,administrador,divorciadx/viudx,primario,no,179,si,no,desconocido,12,may,2008,306,2,-1,0,desconocido,no
44,tecnico,divorciadx/viudx,secundario,no,12,no,no,celular,11,ago,2008,295,3,-1,0,desconocido,no
29,operarix,casadx,primario,no,0,si,no,desconocido,13,may,2008,53,1,-1,0,desconocido,no
40,gestion,solterx,universitario/terciario,no,-199,si,si,desconocido,30,may,2008,109,1,-1,0,desconocido,no
53,gestion,casadx,universitario/terciario,no,1343,no,no,celular,5,ago,2008,129,4,-1,0,desconocido,no
29,servicios,casadx,secundario,no,1432,no,no,celular,22,jul,2008,728,8,-1,0,desconocido,no
36,desempleadx,divorciadx/viudx,secundario,no,2178,si,no,celular,30,jul,2008,74,2,-1,0,desconocido,no
38,gestion,solterx,universitario/terciario,no,0,no,no,celular,29,ago,2008,95,2,-1,0,desconocido,no
40,administrador,casadx,secundario,no,67,no,si,desconocido,20,jun,2008,70,5,-1,0,desconocido,no
54,tecnico,casadx,secundario,no,965,no,no,celular,26,ago,2008,345,4,-1,0,desconocido,no
33,gestion,solterx,secundario,no,-298,no,no,celular,22,ago,2008,168,2,-1,0,desconocido,no
37,gestion,solterx,universitario/terciario,no,5340,si,no,celular,19,nov,2008,101,2,104,4,fallo,no
38,operarix,casadx,secundario,no,121,si,si,celular,9,jul,2008,80,2,-1,0,desconocido,no
48,tecnico,divorciadx/viudx,secundario,no,105,no,no,celular,29,ago,2008,520,2,-1,0,desconocido,no
54,operarix,casadx,secundario,no,734,no,si,desconocido,12,jun,2008,124,1,-1,0,desconocido,no
50,gestion,casadx,secundario,no,-44,si,no,desconocido,27,may,2008,45,1,-1,0,desconocido,no
38,operarix,solterx,secundario,no,1911,si,no,celular,31,jul,2008,74,4,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,0,si,no,celular,5,ago,2008,148,2,-1,0,desconocido,no
38,administrador,solterx,secundario,no,221,si,no,desconocido,6,may,2008,211,2,-1,0,desconocido,no
32,servicios,divorciadx/viudx,secundario,no,4612,si,no,celular,24,jul,2008,937,4,-1,0,desconocido,no
53,gestion,casadx,universitario/terciario,no,6408,no,no,desconocido,6,jun,2008,29,1,-1,0,desconocido,no
42,servicios,solterx,secundario,no,518,si,no,desconocido,6,may,2008,198,1,-1,0,desconocido,no
51,tecnico,casadx,secundario,no,856,no,no,celular,17,nov,2008,99,2,-1,0,desconocido,no
43,tecnico,casadx,universitario/terciario,no,192,no,no,celular,5,ago,2008,203,2,-1,0,desconocido,no
50,desconocido,casadx,primario,no,1502,no,no,desconocido,6,jun,2008,34,2,-1,0,desconocido,no
39,operarix,casadx,secundario,no,661,si,no,desconocido,12,may,2008,162,4,-1,0,desconocido,no
60,jubiladx,casadx,secundario,no,30,no,no,celular,22,ago,2008,629,4,-1,0,desconocido,no
46,desempleadx,casadx,secundario,no,2940,si,no,desconocido,29,may,2008,195,2,-1,0,desconocido,no
32,tecnico,casadx,secundario,no,3155,si,no,desconocido,23,may,2008,99,3,-1,0,desconocido,no
49,empresarix,casadx,secundario,no,1160,si,no,desconocido,14,may,2008,153,1,-1,0,desconocido,no
34,gestion,casadx,universitario/terciario,no,0,si,no,desconocido,8,may,2008,214,2,-1,0,desconocido,no
34,operarix,casadx,primario,no,-20,si,no,desconocido,2,jun,2008,920,2,-1,0,desconocido,no
51,gestion,casadx,universitario/terciario,no,9796,no,si,desconocido,6,jun,2008,110,1,-1,0,desconocido,no
27,operarix,solterx,secundario,no,0,si,no,desconocido,7,may,2008,191,4,-1,0,desconocido,no
45,tecnico,divorciadx/viudx,secundario,no,2657,no,no,celular,7,ago,2008,895,3,-1,0,desconocido,no
31,gestion,casadx,desconocido,no,4123,no,no,celular,21,nov,2008,584,2,-1,0,desconocido,no
28,tecnico,solterx,secundario,no,205,si,no,desconocido,12,may,2008,92,3,-1,0,desconocido,no
37,administrador,divorciadx/viudx,universitario/terciario,no,43,si,no,celular,30,jul,2008,65,2,-1,0,desconocido,no
37,tecnico,casadx,universitario/terciario,no,16,si,si,desconocido,7,may,2008,153,3,-1,0,desconocido,no
44,administrador,casadx,secundario,no,345,si,no,telefono fijo,16,jul,2008,208,8,-1,0,desconocido,no
37,tecnico,solterx,secundario,no,984,no,no,desconocido,17,jun,2008,475,1,-1,0,desconocido,no
44,tecnico,casadx,primario,no,4389,no,no,celular,29,jul,2008,33,1,-1,0,desconocido,no
44,gestion,casadx,desconocido,no,187,si,no,desconocido,7,may,2008,185,1,-1,0,desconocido,no
27,independiente,casadx,universitario/terciario,no,607,si,no,celular,23,jul,2008,123,3,-1,0,desconocido,no
31,tecnico,casadx,secundario,no,0,no,no,celular,14,jul,2008,229,3,-1,0,desconocido,no
45,operarix,casadx,primario,no,333,si,no,desconocido,13,may,2008,160,3,-1,0,desconocido,no
56,jubiladx,casadx,secundario,no,0,no,si,celular,7,ago,2008,110,4,-1,0,desconocido,no
36,tecnico,casadx,secundario,no,-158,si,no,celular,28,ago,2008,1037,7,-1,0,desconocido,no
52,gestion,casadx,universitario/terciario,no,1339,si,no,celular,22,ago,2008,343,5,-1,0,desconocido,no
33,tecnico,divorciadx/viudx,secundario,no,488,no,no,celular,5,ago,2008,332,2,-1,0,desconocido,no
47,trabajadora casas particulares,casadx,secundario,no,0,no,no,celular,20,ago,2008,97,3,-1,0,desconocido,no
40,servicios,casadx,secundario,no,1938,no,no,desconocido,29,may,2008,37,1,-1,0,desconocido,no
32,administrador,solterx,secundario,no,-267,no,si,celular,7,jul,2008,98,1,-1,0,desconocido,no
50,tecnico,casadx,universitario/terciario,no,3337,si,si,telefono fijo,31,jul,2008,24,14,-1,0,desconocido,no
38,servicios,casadx,secundario,no,702,si,no,desconocido,12,jun,2008,143,1,-1,0,desconocido,no
39,operarix,casadx,secundario,no,1367,no,no,desconocido,12,jun,2008,43,1,-1,0,desconocido,no
31,empresarix,solterx,universitario/terciario,no,0,no,no,desconocido,3,jun,2008,31,5,-1,0,desconocido,no
41,gestion,solterx,universitario/terciario,no,8368,no,no,desconocido,11,jun,2008,179,1,-1,0,desconocido,no
40,tecnico,casadx,universitario/terciario,no,180,si,si,celular,21,nov,2008,48,4,-1,0,desconocido,no
37,tecnico,solterx,universitario/terciario,no,876,si,no,desconocido,23,may,2008,213,4,-1,0,desconocido,no
40,tecnico,solterx,secundario,no,277,si,no,desconocido,14,may,2008,274,2,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,16,no,no,celular,20,ago,2008,280,1,-1,0,desconocido,no
52,operarix,solterx,primario,no,3421,no,no,desconocido,20,jun,2008,212,8,-1,0,desconocido,no
39,tecnico,casadx,secundario,no,3050,si,no,desconocido,6,jun,2008,236,7,-1,0,desconocido,no
31,estudiante,casadx,primario,no,46,si,no,celular,10,jul,2008,487,1,-1,0,desconocido,no
33,servicios,divorciadx/viudx,secundario,no,991,si,no,desconocido,27,may,2008,148,1,-1,0,desconocido,no
45,independiente,casadx,universitario/terciario,no,334,no,no,desconocido,5,jun,2008,87,2,-1,0,desconocido,no
44,tecnico,casadx,desconocido,no,185,si,si,desconocido,8,may,2008,63,1,-1,0,desconocido,no
41,operarix,casadx,primario,no,208,si,no,desconocido,16,may,2008,315,3,-1,0,desconocido,no
60,jubiladx,casadx,secundario,no,0,no,no,celular,19,ago,2008,359,4,-1,0,desconocido,no
37,gestion,solterx,universitario/terciario,no,400,si,no,desconocido,16,jun,2008,244,1,-1,0,desconocido,no
39,gestion,casadx,universitario/terciario,no,0,si,si,desconocido,16,may,2008,107,2,-1,0,desconocido,no
29,administrador,casadx,secundario,no,387,si,si,desconocido,14,may,2008,49,1,-1,0,desconocido,no
43,independiente,casadx,secundario,no,274,no,no,celular,14,jul,2008,335,4,-1,0,desconocido,no
34,administrador,casadx,universitario/terciario,no,221,si,no,desconocido,8,may,2008,185,4,-1,0,desconocido,no
28,servicios,casadx,secundario,no,376,no,si,telefono fijo,29,jul,2008,49,4,-1,0,desconocido,no
41,operarix,casadx,primario,no,875,si,no,celular,20,nov,2008,197,1,-1,0,desconocido,no
36,servicios,casadx,secundario,no,1024,si,no,desconocido,18,jun,2008,111,2,-1,0,desconocido,no
53,administrador,divorciadx/viudx,desconocido,no,236,si,no,desconocido,7,may,2008,354,1,-1,0,desconocido,no
54,operarix,casadx,secundario,no,2957,si,no,desconocido,4,jun,2008,392,2,-1,0,desconocido,no
41,operarix,casadx,primario,no,8,si,no,celular,15,jul,2008,155,2,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,24,si,no,celular,20,ago,2008,174,2,-1,0,desconocido,no
26,tecnico,divorciadx/viudx,secundario,no,21,si,no,desconocido,27,may,2008,133,1,-1,0,desconocido,no
35,servicios,solterx,secundario,no,1742,si,no,celular,31,jul,2008,39,2,-1,0,desconocido,no
36,tecnico,casadx,universitario/terciario,no,837,no,no,celular,28,ago,2008,68,6,-1,0,desconocido,no
55,gestion,casadx,universitario/terciario,no,236,no,no,celular,4,ago,2008,200,1,-1,0,desconocido,no
49,gestion,casadx,universitario/terciario,no,0,no,no,telefono fijo,17,oct,2008,223,1,-1,0,desconocido,no
36,servicios,casadx,secundario,no,184,si,no,desconocido,7,may,2008,128,3,-1,0,desconocido,no
29,servicios,casadx,secundario,no,1057,si,no,desconocido,27,may,2008,179,1,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,729,si,si,desconocido,18,jun,2008,178,5,-1,0,desconocido,no
49,servicios,casadx,secundario,no,47,no,no,desconocido,5,may,2008,234,2,-1,0,desconocido,no
30,servicios,casadx,secundario,no,227,no,si,desconocido,3,jun,2008,23,1,-1,0,desconocido,no
49,operarix,casadx,primario,no,4134,no,no,desconocido,20,jun,2008,40,2,-1,0,desconocido,no
38,gestion,casadx,universitario/terciario,no,6999,no,no,desconocido,20,jun,2008,11,2,-1,0,desconocido,no
60,jubiladx,divorciadx/viudx,universitario/terciario,no,380,no,no,celular,21,jul,2008,219,1,-1,0,desconocido,no
38,tecnico,solterx,universitario/terciario,no,1314,si,si,celular,16,jul,2008,378,2,-1,0,desconocido,no
40,servicios,casadx,secundario,no,1688,no,no,desconocido,16,may,2008,93,1,-1,0,desconocido,no
54,operarix,casadx,secundario,no,2255,no,no,celular,25,ago,2008,304,6,-1,0,desconocido,no
34,operarix,casadx,secundario,no,0,si,no,celular,17,nov,2008,301,1,-1,0,desconocido,no
45,gestion,casadx,universitario/terciario,no,-459,no,no,celular,21,ago,2008,508,6,-1,0,desconocido,no
44,tecnico,casadx,universitario/terciario,no,4580,si,no,celular,20,nov,2008,192,2,189,2,exito,no
48,trabajadora casas particulares,divorciadx/viudx,primario,no,2582,no,no,desconocido,18,jun,2008,51,4,-1,0,desconocido,no
45,tecnico,divorciadx/viudx,secundario,no,54,no,no,celular,29,ago,2008,83,3,-1,0,desconocido,no
34,operarix,casadx,secundario,no,1257,si,no,desconocido,26,may,2008,109,7,-1,0,desconocido,no
60,trabajadora casas particulares,casadx,secundario,no,874,no,no,celular,8,jul,2008,861,3,-1,0,desconocido,no
52,tecnico,casadx,secundario,no,172,si,si,celular,8,ago,2008,75,2,-1,0,desconocido,no
36,gestion,solterx,universitario/terciario,no,546,si,no,celular,6,ago,2008,91,3,-1,0,desconocido,no
47,empresarix,divorciadx/viudx,secundario,no,392,si,si,celular,19,nov,2008,125,1,-1,0,desconocido,no
36,operarix,casadx,secundario,no,959,si,no,desconocido,29,may,2008,200,4,-1,0,desconocido,no
52,operarix,divorciadx/viudx,primario,no,-191,si,no,desconocido,15,may,2008,755,1,-1,0,desconocido,no
59,tecnico,casadx,primario,no,3163,si,no,desconocido,29,may,2008,240,2,-1,0,desconocido,no
53,administrador,casadx,secundario,no,-197,si,si,desconocido,15,may,2008,178,1,-1,0,desconocido,no
40,operarix,casadx,secundario,no,877,si,no,desconocido,20,may,2008,207,6,-1,0,desconocido,no
34,gestion,casadx,universitario/terciario,no,6203,no,no,telefono fijo,21,nov,2008,34,2,-1,0,desconocido,no
57,operarix,casadx,primario,no,856,no,no,celular,11,ago,2008,194,6,-1,0,desconocido,no
35,operarix,casadx,secundario,no,-281,si,no,desconocido,16,jun,2008,15,15,-1,0,desconocido,no
45,operarix,casadx,desconocido,no,550,no,si,desconocido,20,jun,2008,97,1,-1,0,desconocido,no
31,tecnico,solterx,universitario/terciario,no,22,si,no,desconocido,9,may,2008,483,3,-1,0,desconocido,no
30,gestion,casadx,universitario/terciario,no,1235,si,no,celular,28,jul,2008,104,3,-1,0,desconocido,no
36,servicios,casadx,primario,no,0,si,no,desconocido,2,jun,2008,1036,1,-1,0,desconocido,no
28,tecnico,solterx,universitario/terciario,no,-214,si,no,desconocido,12,may,2008,140,3,-1,0,desconocido,no
50,servicios,divorciadx/viudx,secundario,si,-210,no,si,celular,21,ago,2008,153,7,-1,0,desconocido,no
45,independiente,casadx,primario,no,1288,no,no,celular,7,ago,2008,399,6,-1,0,desconocido,no
34,administrador,casadx,universitario/terciario,no,262,si,no,celular,28,jul,2008,359,3,-1,0,desconocido,no
47,tecnico,casadx,universitario/terciario,no,2155,no,no,desconocido,20,jun,2008,178,3,-1,0,desconocido,no
41,servicios,casadx,secundario,no,96,si,no,desconocido,30,may,2008,136,2,-1,0,desconocido,no
32,servicios,casadx,secundario,no,2578,no,no,celular,29,jul,2008,86,3,-1,0,desconocido,no
47,administrador,casadx,universitario/terciario,no,1979,no,no,celular,18,ago,2008,207,6,-1,0,desconocido,no
37,servicios,solterx,secundario,no,43,si,no,celular,17,jul,2008,36,2,-1,0,desconocido,no
56,administrador,divorciadx/viudx,secundario,si,-435,si,si,desconocido,9,may,2008,185,2,-1,0,desconocido,no
52,gestion,casadx,secundario,no,3258,no,no,desconocido,5,jun,2008,234,3,-1,0,desconocido,no
38,gestion,casadx,universitario/terciario,no,7124,no,no,desconocido,16,jun,2008,301,6,-1,0,desconocido,no
50,jubiladx,casadx,secundario,no,0,si,si,desconocido,17,jun,2008,328,3,-1,0,desconocido,no
48,gestion,casadx,desconocido,no,1103,si,no,desconocido,15,may,2008,52,1,-1,0,desconocido,no
28,tecnico,solterx,secundario,no,31,no,no,celular,8,jul,2008,323,2,-1,0,desconocido,no
49,servicios,casadx,secundario,no,653,no,no,celular,11,ago,2008,317,2,-1,0,desconocido,no
54,tecnico,solterx,secundario,no,23,no,no,celular,30,jul,2008,93,4,-1,0,desconocido,no
31,tecnico,solterx,secundario,no,1447,si,no,celular,21,nov,2008,225,2,95,13,otro,no
57,trabajadora casas particulares,divorciadx/viudx,primario,no,3819,no,no,telefono fijo,30,jul,2008,1001,2,-1,0,desconocido,no
29,operarix,solterx,secundario,no,0,no,no,celular,22,jul,2008,55,3,-1,0,desconocido,no
50,tecnico,solterx,secundario,no,330,no,no,celular,6,ago,2008,376,3,-1,0,desconocido,no
42,independiente,casadx,universitario/terciario,no,21861,no,no,desconocido,5,jun,2008,486,2,-1,0,desconocido,no
44,operarix,divorciadx/viudx,secundario,no,-222,si,no,desconocido,27,may,2008,112,3,-1,0,desconocido,no
45,independiente,casadx,universitario/terciario,no,-497,si,si,celular,20,nov,2008,260,1,-1,0,desconocido,no
53,operarix,casadx,primario,no,10,si,no,desconocido,19,may,2008,73,1,-1,0,desconocido,no
