id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2577656,Amazing Studio in Recoleta´s Heart4,10499928,Sebastian,Recoleta,-34.58693,-58.40813,Entire home/apt,2990,5,3,06-12-2016,0.05,7,365
2577964,Modern Apartment,309177,Juan,Monserrat,-34.61751,-58.37843,Entire home/apt,3049,3,4,19-11-2018,0.06,1,358
2582844,Habitracion en suite/ baño privado,13225114,Rolando,Caballito,-34.61235,-58.43278,Private room,3289,1,0,,,1,365
2585852,Luxury apartment Palermo: pool&gym,11183526,Jazmin & Martin,Palermo,-34.57824,-58.4287,Entire home/apt,2093,7,26,06-01-2019,0.38,2,342
2585882,New building in Palermo Soho quiet ,1482817,Lorena,Palermo,-34.5877,-58.43273,Entire home/apt,7175,2,0,,,42,365
2586374,Luminoso departamento en Palermo,4870389,Alicia,Recoleta,-34.59349,-58.41321,Entire home/apt,1435,4,47,15-07-2019,0.77,1,238
2589752,Luminoso estudio con patio compartido en el corazón de Palermo Soho,1409800,Mariano,Palermo,-34.59153,-58.42555,Entire home/apt,3588,1,4,17-01-2018,0.06,33,357
2591585,Double room in Recoleta guest house w roof terrace,13267167,Eva,Recoleta,-34.59594,-58.40603,Private room,2392,5,5,27-09-2018,0.18,3,207
2593652,PALERMO SOHO STUDIO 2 PAX NEW APART,11972481,Mario,Palermo,-34.58888,-58.42326,Entire home/apt,2691,3,76,24-11-2019,1.2,3,355
2594227,HOUSE Palermo with terrace & patio,13246091,Carolina,Colegiales,-34.57059,-58.445,Entire home/apt,3588,3,71,12-10-2019,1.09,3,288
2594251,Lindo limpio independiente seguro!!,2972061,Laura,Nuñez,-34.55694,-58.46625,Private room,897,1,38,31-05-2019,0.63,2,318
2599190,Beautiful Apartment in Palermo,13271922,Paola,Villa Crespo,-34.59555,-58.43856,Entire home/apt,2332,2,14,26-07-2019,0.21,2,308
2599518,"1BED-Balcony.Gym, Pool, Laundry, 24/7Sec. 5*",2597734,Welcome2BA,Balvanera,-34.60127,-58.39511,Entire home/apt,2212,7,4,04-08-2019,0.27,56,310
2599538,Belgrano Apartment - Amazing View!,2597734,Welcome2BA,Belgrano,-34.55812,-58.45801,Entire home/apt,1913,5,11,20-04-2019,0.19,56,356
2601512,San Telmo-2 Bedroom LOFT w/ patio,13323021,Horacio,San Telmo,-34.62057,-58.37273,Entire home/apt,2571,28,0,,,1,268
2604500,Buenos Aires Spacious 2 Bedroom Apt,1333525,Mar,Palermo,-34.58205,-58.40289,Entire home/apt,5322,2,119,16-10-2019,1.97,13,145
2605465,Lovely room in unique share (4A),4380606,Jimena,San Telmo,-34.61714,-58.37107,Private room,2392,30,8,10-04-2019,0.14,10,253
2605924,Amazing Apartment in Palermo Queens,13271922,Paola,Villa Crespo,-34.59701,-58.43891,Entire home/apt,2691,1,1,11-01-2019,0.09,2,0
2608251,Comfortable and well located!,13357248,Lucia,San Nicolas,-34.6024,-58.38059,Entire home/apt,4066,2,0,,,3,176
2608652,Very comfortable & well located!,13357248,Lucia,San Nicolas,-34.6017,-58.37989,Entire home/apt,4484,3,3,14-11-2014,0.04,3,208
2610784,APARTMENT FOR RENT OF 2 ROOMS I,4857924,Marcelo,San Telmo,-34.62032,-58.36925,Entire home/apt,4724,4,0,,,1,365
2611571,NEW APARTMENT ALMAGRO. LAS VIOLETAS,974945,Alejandro,Almagro,-34.60904,-58.41864,Entire home/apt,2990,30,1,31-07-2019,0.25,6,364
2612981,excelente monoambiente  mejor zona de Palermo Soho,13380770,Zulma,Palermo,-34.59053,-58.42656,Entire home/apt,1913,1,112,21-11-2019,2.13,3,359
2614453,Loft amplio luminoso y bien ubicado,9952714,Alejandro,Balvanera,-34.60728,-58.3936,Entire home/apt,1614,14,21,26-07-2019,0.41,2,170
2618521,VILLA CRESPO  ONE BEDROOM  APARTMENT,2191035,Reina Irma,Villa Crespo,-34.59845,-58.44453,Entire home/apt,1375,5,28,13-10-2019,0.45,1,282
2618869,Spacious lovely studio,13411823,Ivana,Villa Crespo,-34.59867,-58.42909,Entire home/apt,1435,2,27,16-08-2019,0.41,1,0
2620152,4 guests palermo soho big terrace,1482817,Lorena,Palermo,-34.58886,-58.43288,Entire home/apt,7175,3,0,,,42,365
2620480,Charm Dtown Plaza San Martin,13419969,Andrea,Retiro,-34.59637,-58.3741,Entire home/apt,3946,4,0,,,1,0
2620653,30% Off Very nice apartment !,13190295,Ana Maria,Palermo,-34.58208,-58.41498,Entire home/apt,2212,2,34,11-09-2017,0.51,1,0
2626410,Beautiful Apartment near Recoleta,13451119,Viviana,Recoleta,-34.59834,-58.39481,Entire home/apt,4185,7,0,,,1,364
2628030,Room with private bathroom and TV,13460485,Alicia,Retiro,-34.59431,-58.37786,Private room,1196,1,5,21-03-2019,0.09,4,365
2633738,Renovado 3 ambient c/ Lavarropas y más cómodidades,5695953,Urban Places,Palermo,-34.59629,-58.41808,Entire home/apt,2392,10,7,30-06-2019,0.2,6,111
2640114,Palermo Hollywood +Swimming Pool,13464379,Estefanía,Palermo,-34.57933,-58.43969,Entire home/apt,3588,6,45,15-08-2019,0.68,1,355
2644308,Tango Suite - Abasto Mall,1714771,Brian,Balvanera,-34.60414,-58.40871,Entire home/apt,1495,14,61,28-07-2019,0.9,1,365
2651629,QUIET APARTMENT,2742371,Pixie,Palermo,-34.58674,-58.41165,Entire home/apt,13991,5,0,,,1,364
2652038,"Comodo departamento, moderno y practico",240731,Cecilia,Retiro,-34.59579,-58.38458,Entire home/apt,2392,4,0,,,2,142
2653628,Belgrano-2 amb- súper cómodo,13505939,Carolina,Belgrano,-34.55801,-58.45213,Entire home/apt,2511,2,5,25-01-2019,0.07,3,353
2659873,Very Bright for 5 with huge balcony,689929,Brigitte,Recoleta,-34.59059,-58.40186,Entire home/apt,4185,3,38,06-10-2019,0.56,13,349
2660028,1 BR Apartment in Recoleta,836368,Daniele Y Fabricio,Recoleta,-34.58757,-58.39869,Entire home/apt,3408,3,148,12-11-2019,2.21,4,324
2663507,Single room shared bathroom,5038935,Susana E,Palermo,-34.57703,-58.43255,Private room,2212,4,0,,,2,365
2671584,Duplex con terraza en Palermo ,9007015,Valeria,Palermo,-34.57682,-58.44066,Entire home/apt,3169,4,44,02-09-2019,0.64,2,349
2672106,Sunlight + Design + Terrace!,3936182,Javier And Guillermina,Nuñez,-34.5416,-58.47285,Entire home/apt,2153,6,7,12-02-2019,0.11,1,363
2675533,#GREAT 2bd renovated in Palermo!!,13698248,Paloma,Palermo,-34.57733,-58.42215,Entire home/apt,5381,30,13,14-03-2017,0.21,1,113
2675654,BEAUTIFUL ROOM IN BEAUTIFUL HOUSE,13697954,Silvia,Palermo,-34.56515,-58.44077,Private room,1136,1,54,06-10-2019,0.92,6,336
2677329,"ph en chacarita , con bicletas",582395,Maria,Chacarita,-34.5845,-58.45026,Entire home/apt,3887,3,4,02-04-2017,0.07,2,0
2677393,Great appartment in Recoleta,4093680,Laura,Recoleta,-34.59544,-58.41481,Entire home/apt,2691,2,37,03-01-2019,0.55,1,365
2684886,7 guest heart of palermo soho house,1482817,Lorena,Palermo,-34.58871,-58.43474,Entire home/apt,19134,2,6,22-02-2019,0.1,42,365
2699185,KOHLI-HOUSE  ESPACIO Y CENTRALIDAD,10533266,Emilio,San Telmo,-34.61827,-58.37714,Entire home/apt,1794,5,26,12-01-2019,0.39,12,179
2702035,Down Town Obelisk,411077,Luz,San Nicolas,-34.60406,-58.37697,Entire home/apt,2093,10,32,31-01-2019,0.48,9,362
2703226,Best located loft in Historic building Pza de Mayo,13834947,Joaquin,Monserrat,-34.60819,-58.37709,Entire home/apt,2093,4,49,11-11-2019,0.72,19,78
2707673,"Studio in Las Cañitas, Buenos Aires",10032279,Alfredo,Palermo,-34.5701,-58.43165,Entire home/apt,2033,3,10,31-07-2019,0.28,3,318
2707701,2/3PAX- Callao studio- Vista de Lujo,2597734,Welcome2BA,Balvanera,-34.60087,-58.39374,Entire home/apt,4664,5,12,30-05-2019,0.21,56,290
2708763,Modern Apartment in Abasto,9499405,Facundo Rolando,Balvanera,-34.60522,-58.41018,Entire home/apt,3049,4,6,15-10-2018,0.1,6,365
2716160,Beautiful Retro Cool Apt in Palermo Hollywood,13899105,Lorenzo,Palermo,-34.57791,-58.43831,Entire home/apt,2033,7,0,,,1,89
2718037,New! Tango Area Studio +PoolGym&Spa,11589705,Pat,Almagro,-34.60542,-58.42639,Entire home/apt,2272,1,20,25-03-2017,0.3,2,268
2722192,Vintage apt in Palermo Soho ,13928852,Emmanuel,Palermo,-34.5896,-58.43361,Private room,1016,5,2,31-07-2014,0.03,1,179
2722199,Recoleta edificio francés categoria,13930144,Dolores,Recoleta,-34.59428,-58.38966,Private room,2990,30,3,09-12-2016,0.05,3,309
2722747,Your home in PALERMO SOHO-Buenos Aires,569853,Graciela,Palermo,-34.58847,-58.421,Entire home/apt,2930,2,216,20-11-2019,3.25,2,284
2730352,Great studio in the heart of Bs.As.,13973318,Eduardo,Boedo,-34.62578,-58.42475,Entire home/apt,1315,30,5,23-01-2019,0.08,1,23
2730455,All Cozzy Studio in Palermo 1,172576,Hernan,Palermo,-34.58623,-58.41475,Entire home/apt,1495,4,186,28-10-2019,2.75,11,330
2730860,Spectacular 4 Studio Recoleta,172576,Hernan,Balvanera,-34.60331,-58.39915,Entire home/apt,1794,4,170,13-11-2019,2.53,11,315
2737767,** OFFER! Dbl ROOM very Luminous **,14008368,Laila,Belgrano,-34.56109,-58.46548,Private room,1136,3,72,17-08-2018,1.07,2,0
2738867,Room in BBSS downtown,13308044,Inés,Balvanera,-34.60469,-58.39982,Private room,1016,2,10,28-07-2018,0.23,1,36
2739528,Sunny Studio Palermo front USembass,9920303,Neda,Palermo,-34.57705,-58.41891,Entire home/apt,2990,2,26,06-12-2017,0.4,1,328
2746654,Casa del Sol Palermo. Ubicación Ideal y confort.,12241664,Nicolas,Palermo,-34.58178,-58.43448,Entire home/apt,1913,6,4,15-11-2019,0.23,1,307
2746696,Beautiful  apartment in Palermo!,3799751,Simon,Palermo,-34.58277,-58.43519,Private room,2093,5,12,08-04-2015,0.18,1,364
2747072,** OFFER! Sgl ROOM very Luminous **,14008368,Laila,Belgrano,-34.55944,-58.46366,Private room,1136,3,70,25-09-2018,1.04,2,0
2748145,Heart of San Telmo 4 guests,1482817,Lorena,Monserrat,-34.61495,-58.37382,Entire home/apt,1794,3,31,15-10-2018,0.46,42,297
2749833,DEPARTAMENTO PALERMO (LAS CAÑITAS),14068897,Sergio,Palermo,-34.57345,-58.43387,Entire home/apt,1555,3,21,09-07-2019,0.37,1,312
2750662,9 de Julio y Santa Fe Luminoso LOFT,11423256,Rodrigo,Retiro,-34.59493,-58.382,Entire home/apt,2392,7,1,17-07-2017,0.03,1,328
2753488,Joyful apartment in Recoleta!!,14079114,Elisabeth,Recoleta,-34.5957,-58.39284,Entire home/apt,2750,3,238,13-11-2019,3.49,2,327
2755146,UNBEATABLE LOCATION IN PALERMO,14092857,Marcos,Palermo,-34.58899,-58.41727,Entire home/apt,3887,7,0,,,1,0
2755765,Great Apartment in Palermo Botanico,14096454,Beatriz,Palermo,-34.5811,-58.41245,Entire home/apt,4185,2,1,19-12-2015,0.02,1,328
2760632,Palermo Chico Apartment,1824987,May & Seb,Palermo,-34.57501,-58.40567,Entire home/apt,11958,5,8,27-12-2018,0.13,6,332
2763692,Private Room in Recoleta,5850925,Angel,Recoleta,-34.59277,-58.38806,Private room,1196,1,249,17-10-2019,3.75,2,324
2763989,Departamento cerca del Bosque de Palermo.,3842963,Fernanda,Palermo,-34.56928,-58.43121,Entire home/apt,1375,10,5,26-03-2019,0.16,1,45
2764160,Best stay in the middle of Recoleta,13834947,Joaquin,Recoleta,-34.59331,-58.39473,Entire home/apt,5979,3,42,04-11-2019,0.92,19,75
2767674,"Bonito, soleado y muy cerca de San Telmo",1613490,Maria,Barracas,-34.63165,-58.37708,Private room,538,1,9,10-05-2019,0.84,1,89
2776496,APART CENTRICO  PLAZA SAN MARTIN A/A . WI-FI,14199716,Cristina,Retiro,-34.59561,-58.37216,Entire home/apt,1076,7,14,24-11-2019,0.23,8,324
2776512,Apart Palermo Hollywood .PLAZA SERRANO,14199716,Cristina,Villa Crespo,-34.59635,-58.44238,Entire home/apt,1016,6,5,29-09-2019,0.09,8,260
2776537,APART. ESMERALDA CENTRO,14199716,Cristina,San Nicolas,-34.60126,-58.37739,Entire home/apt,1256,7,4,20-02-2018,0.06,8,364
2778481,¡¡LUMINOSO Y PRÁCTICO STUDIO EN RECOLETA !!,12207347,Claudia,Recoleta,-34.59274,-58.39833,Entire home/apt,2392,180,38,27-11-2016,0.56,1,358
2782686,Cozy House 3 Bedrooms @ 5min walk to Palermo,4096481,Tatiana,Villa Crespo,-34.59825,-58.43487,Entire home/apt,4604,15,4,15-08-2019,0.07,1,178
2784764,Penthouse con la mejor vista¡,7317967,Romina,Palermo,-34.57117,-58.43559,Entire home/apt,14948,1,0,,,1,328
2785639,APART. CORIENTES CENTRO OBELISCO.,14199716,Cristina,San Nicolas,-34.60358,-58.38409,Entire home/apt,1076,5,8,18-10-2018,0.15,8,338
2792501,In the middle of the action III,2016724,Maria,Recoleta,-34.59396,-58.41103,Entire home/apt,4305,3,141,03-11-2019,2.13,3,294
2794835,Cool Palermo Hollywood 2 br!,1775908,Jean-Marc,Palermo,-34.57761,-58.4359,Entire home/apt,4484,120,0,,,3,365
2798279,SUNNY & SPACIOUS APT IN PALERMO,14313118,Magdalena,Palermo,-34.5911,-58.41588,Entire home/apt,2093,1,238,11-11-2019,3.5,8,111
2809025,"Confort, comodidad y una gran vista",14367919,Aida,Belgrano,-34.5666,-58.45439,Entire home/apt,2511,3,51,28-09-2019,0.79,1,44
2809104,Cool apartment in Palermo Soho,7269335,Osvaldo,Palermo,-34.58915,-58.42335,Entire home/apt,2392,60,4,30-09-2017,0.08,1,365
2809709,Cosy flat in the heart of San Telmo,14330400,Olga,San Telmo,-34.62623,-58.37363,Entire home/apt,2571,1,34,14-10-2019,0.6,1,364
2818062,Beautiful room in great share (2B),4380606,Jimena,San Telmo,-34.61722,-58.37018,Private room,2392,4,5,12-04-2019,0.08,10,245
2822059,Bright and modern Palermo duplex,4005854,Sebastián,Palermo,-34.58449,-58.42463,Entire home/apt,2691,7,13,16-11-2019,0.21,1,358
2823523,Single room with balcony,14444461,Melina Y Gonzalo,Balvanera,-34.61496,-58.39611,Private room,897,10,0,,,4,365
2824034,Your home in the heart of BA,12367326,Diego,Palermo,-34.58268,-58.4407,Entire home/apt,2093,10,29,19-08-2019,0.45,1,293
2824383,Exquisite Penthouse w/ Private Terrace,14448902,David,Palermo,-34.59001,-58.42731,Entire home/apt,11958,1,98,14-10-2019,1.61,1,271
2830360,Spectacular 3BD Home near San Telmo,97165,Angela,Barracas,-34.62968,-58.375,Entire home/apt,5919,3,46,19-11-2019,0.71,6,68
2830599,New Apartament in Recoleta,14480507,Constanza,Recoleta,-34.5976,-58.38799,Entire home/apt,2691,7,8,15-04-2019,0.13,1,330
2834372,In the best passage of Soho,7328422,Alejandra,Palermo,-34.5844,-58.42964,Entire home/apt,4185,3,79,27-10-2019,1.32,3,364
2837012,Súper Luminoso. Depto con terraza,14124299,Ale,Palermo,-34.57708,-58.43419,Entire home/apt,3887,7,0,,,1,0
2837881,Spacious home in Palermo Hollywood,7328422,Alejandra,Palermo,-34.58528,-58.44056,Entire home/apt,4783,3,42,02-11-2019,0.65,3,356
2838218,Luxury Studio in Recoleta,13834947,Joaquin,Recoleta,-34.59348,-58.39463,Entire home/apt,2451,3,34,14-11-2019,0.56,19,88
2845737,Cozy & Zen room in the center of Town!,14550737,Mati,Almagro,-34.59831,-58.41377,Private room,1016,1,6,08-05-2018,0.09,1,356
2845744,Palermo apartment for 6 people,9165199,Agustina,Palermo,-34.58604,-58.41905,Entire home/apt,5680,7,18,07-01-2019,0.26,1,365
2845969,COZY APARTMENT WITH TERRACE 1,12536089,Hugo Daniel,San Nicolas,-34.60065,-58.38574,Entire home/apt,3049,7,51,15-07-2019,0.84,3,310
2853596,Bright flat without noise in Colegiales,4986026,Heloise,Colegiales,-34.57555,-58.45063,Entire home/apt,2691,4,3,05-11-2019,0.8,8,75
2867281,Room with double bed and balcony ov,14444461,Melina Y Gonzalo,Balvanera,-34.61518,-58.39686,Private room,658,20,1,29-11-2018,0.08,4,365
2872633,Beautiful Apartment @ Villa Urquiza,14682043,Eva,Villa Urquiza,-34.56789,-58.48995,Entire home/apt,4185,14,0,,,1,0
2873689,Great Terrace in Recoleta!,1853733,Harry Et Angélica,Recoleta,-34.59415,-58.40709,Entire home/apt,4185,3,1,10-07-2019,0.22,14,174
2874061,Casaplanta - Beautiful Artist Oasis,1929068,Luis,Villa Ortuzar,-34.5797,-58.46719,Entire home/apt,1495,1,0,,,1,0
2875510,Sunny and Cool apartment for 4 in San Telmo,14697195,Ignacio,San Telmo,-34.61709,-58.37339,Entire home/apt,3289,1,6,23-10-2019,0.1,5,363
2879121,Great location for your stay,1327392,Soledad Caballero,Palermo,-34.58096,-58.41361,Entire home/apt,3588,10,7,28-11-2017,0.11,4,179
2879708,Cozy Room for 1 in San Telmo,14697195,Ignacio,San Telmo,-34.61724,-58.37423,Private room,1076,1,3,02-03-2019,0.05,5,361
2892864,Bright Loft in Palermo,12021584,Barbara,Balvanera,-34.59863,-58.40905,Entire home/apt,2990,3,43,22-11-2017,0.69,7,0
2894762,"Young, green, connected, swimming pools, gardens",12911227,Martin,Villa Crespo,-34.59967,-58.44626,Entire home/apt,1794,7,4,18-09-2019,0.08,1,318
2895412,Habitacion en Palermo Hollywood,14766622,Hernando,Palermo,-34.58485,-58.43878,Private room,1794,7,4,28-07-2017,0.06,3,89
2902956,Beautiful and Bright Apartment,14833541,Emma,Palermo,-34.57968,-58.42444,Entire home/apt,2750,1,255,22-05-2019,3.82,3,328
2906356,DEPARTAMENTO EN DUPLEX  30 mts,14847847,Mariano,Monserrat,-34.61047,-58.37873,Entire home/apt,1854,3,3,22-09-2019,0.55,2,364
2916180,Buenos Aires Dream Apartment,14893193,Carmen,Palermo,-34.58481,-58.42875,Entire home/apt,2332,2,38,19-09-2019,0.59,2,341
2917442,Alquilo habitación para mujer  ,14898723,Analia,Palermo,-34.59302,-58.41632,Private room,5680,1,0,,,1,365
2918964,"House for Rent Barrio River, BA Arg",14906387,Mariano,Belgrano,-34.55086,-58.45073,Entire home/apt,3588,5,0,,,1,84
2919421,Beautiful Studio in Palermo Soho.,12664685,Mara,Palermo,-34.59401,-58.42795,Entire home/apt,1256,1,293,13-11-2019,4.35,2,0
2926773,Available room in Buenos Aires     ,14944606,Martin,Villa Crespo,-34.59419,-58.44248,Private room,1495,1,0,,,1,365
2942637,Modern Studio Centrally located,12021584,Barbara,Balvanera,-34.6009,-58.39321,Entire home/apt,2990,3,30,29-05-2017,0.45,7,268
2946395,"Modern, quiet and beautiful Studio",14833541,Emma,Balvanera,-34.6012,-58.39507,Entire home/apt,2990,1,147,21-10-2019,2.23,3,347
2947081,Great duplex in Recoleta —premium location—,530261,Luciano,Recoleta,-34.59115,-58.38918,Entire home/apt,13274,2,23,15-06-2019,0.35,24,306
2948105,Beautiful/Historical Three Bedroom,5888426,Joel Patrick,Monserrat,-34.6102,-58.38127,Private room,1495,1,0,,,1,365
2948838,Dúplex muy luminoso en Palermo,12680439,Gloria,Colegiales,-34.5781,-58.44798,Entire home/apt,2093,3,59,20-05-2019,0.91,2,78
2957957,Private room Balvanera perfect loc,15097217,Pablo,Balvanera,-34.61739,-58.40328,Private room,1794,2,2,03-02-2017,0.03,3,365
2959839,Apt Recoleta Sunny best location,757418,Juan Carlos,Recoleta,-34.58801,-58.39072,Entire home/apt,3528,3,206,16-11-2019,3.24,9,144
2960653,Apartment in Palermo 2P,15111765,Ezequiel Martin,Palermo,-34.57966,-58.41029,Entire home/apt,2332,2,268,09-11-2019,4.04,4,301
2961506,Apartment in Palermo Cañitas,15111765,Ezequiel Martin,Palermo,-34.56793,-58.43497,Entire home/apt,2332,2,296,08-11-2019,4.51,4,332
2967052,"Big, Sunny Bedroom in Penthouse",1653357,Ariel,Palermo,-34.59105,-58.414,Private room,1794,1,30,29-10-2019,0.47,3,318
2967064,"Happy, Sunny & Cozy room at roof terrace.",1653357,Ariel,Palermo,-34.5906,-58.41614,Private room,1794,3,31,30-08-2019,0.48,3,237
2968857,Sunny Room for 2 in San Telmo,14697195,Ignacio,San Telmo,-34.6164,-58.37562,Private room,1315,1,7,03-11-2019,0.12,5,363
2969135,Cozy Room for 2 in San Telmo,14697195,Ignacio,San Telmo,-34.6177,-58.37477,Private room,1196,1,1,29-07-2014,0.02,5,363
2976222,Apt Downtown-Pedestrian area,757418,Juan Carlos,Retiro,-34.59607,-58.38038,Entire home/apt,2332,3,169,19-11-2019,2.76,9,156
2977502,Room in the Heart of San Telmo,15186660,Carlos,San Telmo,-34.62291,-58.37627,Private room,837,7,23,04-04-2019,0.5,2,355
2992513,ARCHITECTURAL CONTEMPORARY LOFT,15257956,Mar,Palermo,-34.56652,-58.43733,Entire home/apt,8371,4,3,09-03-2017,0.06,4,364
2994877,Great studio in Recoleta,1364629,Martin,Recoleta,-34.58527,-58.39644,Entire home/apt,2033,2,9,27-05-2019,0.53,1,268
3006445,Habitacion Privada en deparamento en Las Cañitas.,9598652,Gonzalo,Palermo,-34.56644,-58.43607,Private room,837,1,0,,,4,363
3010552,Recoleta Sunny Studio!!!,15341910,Mariana,Recoleta,-34.59192,-58.39671,Entire home/apt,1674,2,130,08-11-2019,1.96,1,305
3012795,Spacious Quiet Equipped in the Heart of S. Telmo,641681,Tom,San Telmo,-34.6195,-58.3738,Entire home/apt,2392,4,110,01-11-2019,1.67,1,314
3018512,Departamento a pasos Alto Palermo,15351653,Alberto,Palermo,-34.58768,-58.41174,Entire home/apt,4185,3,5,25-09-2018,0.09,1,0
3021343,Architect's apt close to Palermo with 85m2 terrace,15395908,Agustin,Chacarita,-34.58028,-58.45774,Entire home/apt,2392,15,2,29-05-2018,0.04,1,114
3021691,DESIGNER TRUE LOFT !,15257956,Mar,Palermo,-34.56649,-58.43544,Entire home/apt,8371,4,0,,,4,364
3026522,Alto Palermo brand new studio!,791504,Adrian,Recoleta,-34.58714,-58.40863,Entire home/apt,2332,2,32,12-07-2016,0.48,1,23
3026652,INCREÍBLE VISTA AL RIO C/VIG 24 HS   Y AMENITIES,15418364,Dorita,Puerto Madero,-34.61858,-58.36507,Entire home/apt,3887,2,60,01-11-2019,0.95,1,301
3032452,Your place at BA!,11995202,Clarisa & Santiago,Palermo,-34.59068,-58.41287,Entire home/apt,3109,3,24,19-02-2016,0.38,1,71
3032564,"SPACIOUS, LUMINOUS, COMFY ROOM",4280383,Pilar,Nuñez,-34.55157,-58.45911,Private room,1435,3,7,31-03-2019,0.11,4,353
3036492,Hostel in the city of Buenos Aires,19745446,Hostel,San Nicolas,-34.60323,-58.37422,Shared room,598,1,83,15-09-2019,1.29,2,335
3037028,"Glamorous Studio - Pool, Gym & Sauna + Netflix !",7615431,Natalia,Palermo,-34.5825,-58.42813,Entire home/apt,2392,10,168,15-08-2019,2.54,2,219
3039238,Stylish Loft in Palermo Hollywood,808207,Hal,Palermo,-34.58501,-58.43791,Entire home/apt,14948,2,17,22-05-2015,0.26,1,364
3049058,AP IN BELGRANO 2,15522879,Fer,Belgrano,-34.55918,-58.45547,Entire home/apt,2212,3,0,,,1,365
3050481,25% OFF! MEJOR PRECIO EN P. MADERO!,6062813,Joaquin,Puerto Madero,-34.60303,-58.36413,Entire home/apt,8072,4,16,04-11-2019,0.29,26,97
3059657,Bonito y soleado studio en Recoleta,695054,Patricia,Palermo,-34.58937,-58.41137,Entire home/apt,1136,2,12,21-08-2019,0.46,3,90
3064182,Estilo francés en Recoleta 90mts. Subte lineas DyH,15596384,Martin Felix,Recoleta,-34.59691,-58.40091,Entire home/apt,4484,5,13,10-07-2019,0.54,1,365
3065232,Palermo Soho Premium Residence,14893193,Carmen,Palermo,-34.58537,-58.42767,Entire home/apt,2511,2,25,18-08-2019,0.6,2,335
3067676,Very comfortable and sunny appartment in Recoleta,15414111,Fabio,Recoleta,-34.59358,-58.39579,Entire home/apt,3827,1,37,11-08-2019,0.97,1,364
3069394,Stylish Design Loft in Belgrano,418520,Mila,Belgrano,-34.5695,-58.4605,Entire home/apt,6876,3,50,18-08-2019,0.79,4,229
3081355,Private room in apartament - Núñez,15679545,Carina,Nuñez,-34.54281,-58.46269,Private room,1315,1,53,13-10-2019,0.99,2,323
3084564,Style in the heart of San Telmo,1249422,John,San Telmo,-34.61714,-58.37267,Entire home/apt,2990,3,18,08-11-2019,0.28,1,36
3087892,LOFT PREMIUM RECOLETA(Mensual 50% off)18⭐⭐⭐⭐⭐,15709876,Sergio,Recoleta,-34.59607,-58.40934,Entire home/apt,7773,1,1,23-07-2018,0.06,10,303
3089849,Double room in Recoleta!,15716348,Maria Elina,Recoleta,-34.59396,-58.39757,Private room,957,3,9,31-08-2019,0.15,1,179
3090075,"Impecable estudio en Las Cañitas, Palermo",15717749,Christian,Palermo,-34.56893,-58.43043,Entire home/apt,1794,5,29,16-11-2019,1.05,1,145
3092774,Sunny 2 bedroom apartment,15729226,Mauricio,Almagro,-34.60457,-58.43128,Entire home/apt,1435,15,5,30-12-2015,0.08,1,347
3094270,Offer suite in palermo soho,4222364,Brian,Palermo,-34.58522,-58.4262,Entire home/apt,2392,3,60,01-08-2019,0.91,14,152
3095837,Excellent Studio in Palermo Hollywood,15745231,Sebastian,Palermo,-34.57842,-58.43897,Entire home/apt,2332,1,3,01-10-2019,0.15,3,364
3102386,THERE S NO BETTER PLACE IN BA 3,161902,Gustavo,Balvanera,-34.60404,-58.39478,Entire home/apt,2870,5,54,27-09-2019,0.82,16,343
3103305,Palermo Soho's Antique Little house,15777180,Constanza,Palermo,-34.59139,-58.41596,Entire home/apt,4783,1,0,,,1,0
3109356,Departamento sobre Av. 9 de Julio,15803615,Pablo,Monserrat,-34.61257,-58.38071,Entire home/apt,2631,2,83,17-11-2019,1.27,1,344
3110509,Brand new w/Amenities PALERMO SOHO,15640230,Susana,Palermo,-34.59167,-58.42835,Entire home/apt,2990,30,2,20-09-2018,0.13,16,285
3122140,Habitacion Ind. en Dpto. Compartido,15859175,Melody,Floresta,-34.63036,-58.48069,Private room,2392,1,0,,,1,365
3129784,Stylish Duplex in Palermo Hollywood,15241900,Victoria,Palermo,-34.58251,-58.43396,Entire home/apt,2990,4,105,02-09-2019,1.6,1,309
3132418,"San Telmo, Central location. Quiet & Secure",15906407,Paul,Constitucion,-34.61964,-58.37924,Private room,598,3,53,07-11-2019,0.8,4,79
3138443,Comfy studio in Palermo Soho,15935271,Barbara,Palermo,-34.59102,-58.43249,Entire home/apt,1674,1,28,05-01-2019,0.48,1,129
3142861,1 BDR APT WITH RIVER VIEWS!,2064744,Laura,Recoleta,-34.58877,-58.39921,Entire home/apt,2691,2,48,23-08-2016,0.78,1,328
3143635,Apartment bright relaxing in Palerm,15960493,Cristina  Y Ernesto,Palermo,-34.59672,-58.41642,Entire home/apt,1495,3,82,03-11-2019,1.44,1,152
3145819,Alto Palermo - Habitación privada muy luminosa -,15968262,Maria Luz,Recoleta,-34.58993,-58.40725,Private room,1136,2,0,,,1,0
3146256,Great apartment for short periods,11483615,Mariana,Recoleta,-34.59553,-58.39222,Entire home/apt,2093,2,9,24-04-2019,0.14,29,338
3147034,Studio in the Heart of Recoleta,15976289,Ali Y Edu,Recoleta,-34.58936,-58.39477,Entire home/apt,837,2,101,17-11-2019,1.57,1,161
