,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
44097,2016-10-05,Wollongong,10.9,21.3,0.2,,,WNW,87.0,W,W,17.0,19.0,40.0,22.0,1014.6,1012.4,,,13.9,21.1,No,No
44098,2016-10-06,Wollongong,13.9,26.7,0.0,,,SW,46.0,WSW,E,20.0,15.0,39.0,50.0,1018.0,1016.2,,,19.9,22.6,No,No
44099,2016-10-07,Wollongong,19.7,29.4,0.0,,,WNW,50.0,W,WSW,15.0,20.0,42.0,23.0,1019.3,1014.2,,,23.2,29.2,No,No
44100,2016-10-08,Wollongong,17.5,18.3,0.0,,,S,56.0,S,S,37.0,44.0,77.0,78.0,1017.6,1019.4,8.0,8.0,18.1,15.2,No,No
44101,2016-10-09,Wollongong,11.7,19.8,0.0,,,NE,59.0,N,NE,6.0,44.0,51.0,63.0,1022.5,1017.2,,7.0,16.5,18.4,No,No
44102,2016-10-10,Wollongong,16.5,28.1,0.0,,,WSW,61.0,NNE,W,20.0,31.0,62.0,34.0,1006.6,1006.0,7.0,3.0,19.6,27.9,No,No
44103,2016-10-11,Wollongong,11.8,19.7,0.0,,,WSW,63.0,WSW,SW,22.0,17.0,32.0,27.0,1013.4,1013.1,,4.0,14.7,19.0,No,No
44104,2016-10-12,Wollongong,9.6,18.9,0.0,,,WSW,37.0,WSW,NE,13.0,11.0,45.0,42.0,1016.1,1012.9,,7.0,15.6,17.6,No,No
44105,2016-10-13,Wollongong,10.2,15.8,3.4,,,S,65.0,SW,S,33.0,43.0,63.0,57.0,1022.4,1023.1,,,13.3,15.3,Yes,No
44106,2016-10-14,Wollongong,10.6,19.8,0.0,,,S,24.0,SSW,E,20.0,9.0,53.0,50.0,1026.2,1023.2,,,14.9,18.0,No,No
44107,2016-10-15,Wollongong,11.7,23.5,0.0,,,NE,52.0,SW,NE,7.0,39.0,42.0,66.0,1022.0,1016.1,,,19.6,20.5,No,No
44108,2016-10-16,Wollongong,14.8,25.7,0.0,,,NE,61.0,NE,NE,30.0,43.0,52.0,65.0,1013.4,1006.8,,,19.6,21.5,No,No
44109,2016-10-17,Wollongong,18.1,20.6,0.0,,,SSW,63.0,WNW,WNW,33.0,19.0,48.0,60.0,1005.8,1007.1,8.0,7.0,18.5,15.8,No,No
44110,2016-10-18,Wollongong,10.5,25.2,0.4,,,NW,50.0,E,NW,11.0,28.0,49.0,25.0,1013.4,1010.7,,4.0,17.6,24.8,No,No
44111,2016-10-19,Wollongong,13.9,22.0,0.0,,,WSW,43.0,W,SE,24.0,28.0,34.0,63.0,1017.7,1018.6,,,16.9,17.8,No,No
44112,2016-10-20,Wollongong,12.8,20.3,0.0,,,NE,50.0,SSE,NE,9.0,41.0,64.0,62.0,1024.7,1020.7,1.0,2.0,16.5,19.3,No,No
44113,2016-10-21,Wollongong,15.7,21.3,0.0,,,SSW,41.0,NNE,NE,17.0,26.0,71.0,79.0,1018.5,1012.4,,8.0,18.5,19.0,No,No
44114,2016-10-22,Wollongong,14.5,17.7,0.4,,,S,59.0,SSW,S,30.0,39.0,89.0,83.0,1010.4,1010.8,8.0,8.0,14.6,14.0,No,No
44115,2016-10-23,Wollongong,10.4,16.3,0.0,,,SSW,65.0,SW,S,35.0,43.0,47.0,62.0,1018.7,1018.0,2.0,1.0,14.4,15.0,No,No
44116,2016-10-24,Wollongong,8.7,18.4,0.0,,,SW,37.0,SSW,SSE,20.0,22.0,45.0,51.0,1019.7,1016.2,,,14.3,17.1,No,No
44117,2016-10-25,Wollongong,11.5,23.0,0.0,,,NE,50.0,NW,NE,9.0,43.0,49.0,61.0,1018.0,1013.6,,,18.4,20.6,No,No
44118,2016-10-26,Wollongong,16.1,24.8,0.0,,,WSW,33.0,NNE,N,9.0,11.0,47.0,54.0,1015.6,1012.9,8.0,2.0,21.3,23.3,No,No
44119,2016-10-27,Wollongong,17.1,19.8,0.0,,,SSW,44.0,S,S,30.0,30.0,77.0,75.0,1016.4,1016.9,5.0,8.0,18.6,17.0,No,No
44120,2016-10-28,Wollongong,13.3,18.4,0.0,,,S,30.0,SW,SSW,17.0,15.0,92.0,87.0,1021.0,1018.9,8.0,7.0,13.8,16.3,No,No
44121,2016-10-29,Wollongong,13.8,21.8,1.8,,,NE,39.0,SSW,NE,15.0,22.0,88.0,81.0,1020.0,1017.3,8.0,8.0,17.9,21.7,Yes,No
44122,2016-10-30,Wollongong,17.9,26.2,0.0,,,N,59.0,NE,N,22.0,35.0,83.0,55.0,1012.4,1004.8,4.0,8.0,20.0,25.1,No,No
44123,2016-10-31,Wollongong,14.1,22.3,0.0,,,SW,65.0,SW,WNW,22.0,20.0,26.0,19.0,1011.9,1010.7,,,16.4,21.6,No,No
44124,2016-11-01,Wollongong,12.1,21.0,0.0,,,W,33.0,W,E,20.0,15.0,29.0,40.0,1014.1,1009.7,,,17.4,20.1,No,No
44125,2016-11-02,Wollongong,12.5,22.2,0.0,,,WSW,37.0,WSW,ENE,22.0,19.0,30.0,43.0,1014.2,1013.0,,,20.0,21.1,No,No
44126,2016-11-03,Wollongong,13.4,24.0,0.4,,,ENE,43.0,NW,ENE,17.0,20.0,40.0,70.0,1018.3,1015.3,,,20.7,21.7,No,No
44127,2016-11-04,Wollongong,14.5,30.5,0.0,,,WNW,52.0,ENE,E,11.0,7.0,47.0,16.0,1013.8,1008.8,,,22.0,29.5,No,No
44128,2016-11-05,Wollongong,17.3,23.9,0.0,,,W,72.0,WSW,WNW,35.0,30.0,17.0,21.0,1004.1,1005.8,,,21.3,23.1,No,No
44129,2016-11-06,Wollongong,14.2,22.7,0.0,,,W,52.0,WSW,E,24.0,15.0,28.0,43.0,1008.5,1007.8,,,18.7,20.4,No,No
44130,2016-11-07,Wollongong,14.1,27.6,0.0,,,NE,56.0,N,NE,13.0,39.0,35.0,65.0,1009.6,1005.3,,,22.7,21.9,No,No
44131,2016-11-08,Wollongong,18.1,20.2,0.0,,,SSW,41.0,SSE,SSW,9.0,19.0,80.0,79.0,1007.7,1008.2,7.0,8.0,18.5,20.2,No,No
44132,2016-11-09,Wollongong,16.2,19.4,2.6,,,SSW,37.0,SSW,S,17.0,24.0,87.0,86.0,1013.5,1010.3,8.0,8.0,17.6,17.3,Yes,No
44133,2016-11-10,Wollongong,16.1,22.4,6.0,,,SSE,17.0,SSE,NE,6.0,13.0,85.0,74.0,1009.5,1007.3,1.0,,18.9,22.2,Yes,No
44134,2016-11-11,Wollongong,15.5,22.2,0.0,,,S,33.0,S,ENE,20.0,17.0,74.0,64.0,1013.1,1010.2,6.0,6.0,19.0,21.0,No,No
44135,2016-11-12,Wollongong,18.6,26.3,11.0,,,NNE,31.0,N,NNE,17.0,11.0,84.0,78.0,1001.0,996.9,7.0,1.0,20.3,24.2,Yes,No
44136,2016-11-13,Wollongong,15.4,28.3,0.0,,,NW,91.0,WNW,WNW,19.0,43.0,33.0,17.0,998.2,995.4,,,24.0,26.8,No,No
44137,2016-11-14,Wollongong,17.0,23.0,0.0,,,S,56.0,SW,S,24.0,30.0,37.0,71.0,1002.0,1005.9,4.0,,20.7,17.9,No,No
44138,2016-11-15,Wollongong,13.4,20.5,4.2,,,SSW,37.0,SSW,SE,28.0,15.0,62.0,53.0,1016.6,1015.2,6.0,2.0,15.9,19.5,Yes,No
44139,2016-11-16,Wollongong,14.0,21.5,0.0,,,SSE,33.0,SSE,SSE,13.0,24.0,64.0,70.0,1020.0,1021.3,,8.0,20.3,19.3,No,No
44140,2016-11-17,Wollongong,15.0,26.5,0.0,,,NE,50.0,E,NE,9.0,26.0,66.0,66.0,1025.5,1021.3,,,19.2,21.3,No,No
44141,2016-11-18,Wollongong,18.3,29.9,0.0,,,S,39.0,ESE,NNE,4.0,13.0,43.0,73.0,1016.0,1013.4,,,26.1,23.5,No,No
44142,2016-11-19,Wollongong,18.1,20.5,0.0,,,S,43.0,S,SSE,28.0,15.0,80.0,74.0,1018.5,1019.0,8.0,8.0,19.7,19.5,No,No
44143,2016-11-20,Wollongong,18.1,23.6,0.0,,,NE,31.0,NNE,NE,9.0,20.0,75.0,69.0,1021.2,1018.5,8.0,,19.7,22.0,No,No
44144,2016-11-21,Wollongong,18.0,24.8,0.0,,,N,31.0,NE,N,15.0,15.0,82.0,80.0,1018.0,1014.4,8.0,,21.9,23.0,No,No
44145,2016-11-22,Wollongong,21.0,25.2,0.0,,,SSW,46.0,ENE,NNE,17.0,24.0,71.0,76.0,1014.0,1011.8,3.0,8.0,23.8,22.4,No,No
44146,2016-11-23,Wollongong,19.9,24.0,0.0,,,S,65.0,E,S,11.0,46.0,72.0,87.0,1009.9,1008.6,,8.0,22.1,19.4,No,No
44147,2016-11-24,Wollongong,12.4,20.6,3.4,,,SSW,50.0,SSW,SSE,30.0,22.0,43.0,54.0,1013.0,1011.5,,,18.4,20.3,Yes,No
44148,2016-11-25,Wollongong,14.8,22.1,0.0,,,WNW,37.0,SW,SE,11.0,22.0,37.0,59.0,1012.7,1013.1,,4.0,20.1,21.1,No,No
44149,2016-11-26,Wollongong,15.7,23.2,0.0,,,NE,41.0,NE,NE,17.0,26.0,62.0,65.0,1017.3,1014.4,7.0,,20.7,22.9,No,No
44150,2016-11-27,Wollongong,18.1,23.4,0.2,,,ESE,33.0,ESE,E,22.0,22.0,78.0,71.0,1018.4,1017.5,8.0,8.0,19.4,20.8,No,No
44151,2016-11-28,Wollongong,18.9,24.9,0.8,,,ENE,33.0,NNE,NNE,13.0,24.0,71.0,76.0,1014.7,1011.0,4.0,,23.0,23.9,No,No
44152,2016-11-29,Wollongong,17.7,21.9,0.0,,,SSE,37.0,S,SSE,26.0,24.0,75.0,76.0,1012.1,1011.4,,8.0,20.5,19.8,No,No
44153,2016-12-01,Wollongong,18.4,25.0,,,,NW,37.0,ENE,N,13.0,17.0,68.0,73.0,1007.3,1005.3,1.0,8.0,22.7,22.7,,No
44154,2016-12-02,Wollongong,17.6,26.4,0.0,,,SSW,50.0,E,NNE,7.0,9.0,79.0,73.0,1007.8,1007.3,8.0,4.0,22.3,25.0,No,No
44155,2016-12-03,Wollongong,19.8,24.6,0.0,,,SSW,44.0,S,E,13.0,15.0,76.0,60.0,1016.6,1015.1,8.0,8.0,20.5,23.1,No,No
44156,2016-12-04,Wollongong,18.5,26.0,0.0,,,NE,37.0,ENE,NNE,11.0,15.0,70.0,69.0,1015.6,1013.1,1.0,,23.2,24.6,No,No
44157,2016-12-05,Wollongong,21.5,26.6,2.2,,,S,65.0,,N,0.0,13.0,85.0,78.0,1008.8,1006.3,,8.0,23.4,25.2,Yes,No
44158,2016-12-06,Wollongong,19.2,24.2,0.0,,,SW,41.0,SE,NNE,7.0,6.0,85.0,88.0,1012.3,1010.3,8.0,8.0,20.7,21.1,No,No
44159,2016-12-07,Wollongong,18.9,23.7,8.4,,,NNE,35.0,S,ENE,19.0,17.0,80.0,66.0,1015.8,1014.3,4.0,,20.5,23.1,Yes,No
44160,2016-12-08,Wollongong,19.8,26.7,0.0,,,NE,61.0,NE,NE,24.0,43.0,73.0,80.0,1007.5,999.9,,8.0,22.6,23.6,No,No
44161,2016-12-09,Wollongong,16.8,25.9,0.0,,,W,59.0,W,SE,30.0,22.0,35.0,60.0,1007.1,1010.1,,,20.8,21.6,No,No
44162,2016-12-10,Wollongong,15.1,23.4,0.0,,,NE,35.0,SE,ENE,9.0,20.0,60.0,58.0,1022.6,1020.7,2.0,8.0,20.0,21.4,No,No
44163,2016-12-11,Wollongong,18.4,24.2,0.0,,,SSE,33.0,SSE,SSE,11.0,20.0,69.0,71.0,1022.2,1021.4,,8.0,21.5,22.3,No,No
44164,2016-12-12,Wollongong,18.9,30.6,3.2,,,NE,44.0,NE,NE,20.0,28.0,70.0,70.0,1022.5,1018.4,4.0,,22.9,24.0,Yes,No
44165,2016-12-13,Wollongong,19.9,38.0,0.0,,,NW,46.0,NW,NE,22.0,24.0,30.0,71.0,1013.7,1009.7,,4.0,30.1,24.7,No,No
44166,2016-12-14,Wollongong,22.0,34.6,0.0,,,NW,76.0,NW,WNW,44.0,17.0,22.0,24.0,1005.7,1007.8,,8.0,32.9,31.7,No,No
44167,2016-12-15,Wollongong,16.1,18.3,10.0,,,SSE,41.0,SSE,SSE,31.0,22.0,93.0,86.0,1018.2,1018.1,8.0,8.0,16.6,16.9,Yes,No
44168,2016-12-16,Wollongong,15.9,24.9,13.8,,,SE,35.0,SSE,S,20.0,9.0,93.0,93.0,1014.3,1009.3,8.0,8.0,17.6,18.3,Yes,No
44169,2016-12-17,Wollongong,17.3,33.6,8.0,,,SSW,78.0,N,NW,9.0,20.0,64.0,29.0,1006.3,1004.1,,2.0,24.6,31.1,Yes,No
44170,2016-12-18,Wollongong,17.1,20.3,0.0,,,S,54.0,S,S,22.0,24.0,64.0,60.0,1019.7,1020.9,8.0,8.0,17.7,17.7,No,No
44171,2016-12-19,Wollongong,15.1,22.6,0.0,,,NE,48.0,NE,NE,20.0,35.0,59.0,57.0,1021.1,1016.8,8.0,,20.3,21.2,No,No
44172,2016-12-20,Wollongong,16.6,26.8,0.0,,,NE,52.0,NE,NE,24.0,39.0,67.0,72.0,1009.8,1004.6,,,21.2,23.3,No,No
44173,2016-12-21,Wollongong,17.2,24.0,0.8,,,S,52.0,SE,SE,17.0,22.0,72.0,64.0,1012.1,1013.2,,8.0,21.2,23.3,No,No
44174,2016-12-22,Wollongong,17.5,23.1,0.2,,,E,24.0,SW,ESE,2.0,15.0,78.0,72.0,1019.8,1018.8,8.0,8.0,19.4,21.2,No,No
44175,2016-12-23,Wollongong,19.3,23.7,0.0,,,NE,56.0,NNE,NE,13.0,44.0,66.0,68.0,1018.9,1015.8,6.0,,23.0,22.8,No,No
44176,2016-12-24,Wollongong,19.0,25.1,0.0,,,WNW,48.0,SE,N,7.0,13.0,80.0,83.0,1015.9,1014.4,,4.0,22.3,21.7,No,No
44177,2016-12-25,Wollongong,18.7,25.2,0.0,,,ENE,35.0,ESE,NE,9.0,28.0,78.0,73.0,1016.9,1015.4,,,22.1,24.6,No,No
44178,2016-12-26,Wollongong,20.5,24.7,0.0,,,NE,50.0,ENE,NE,19.0,33.0,78.0,76.0,1013.9,1011.4,,8.0,22.5,23.0,No,No
44179,2016-12-27,Wollongong,19.3,25.3,0.6,,,NNE,24.0,NNE,S,6.0,9.0,79.0,75.0,1014.7,1013.8,1.0,,22.8,24.9,No,No
44180,2016-12-28,Wollongong,19.1,28.1,0.0,,,NE,54.0,NE,NNE,19.0,20.0,82.0,75.0,1012.8,1009.3,,1.0,22.3,22.9,No,No
44181,2016-12-29,Wollongong,19.2,33.3,0.0,,,NW,22.0,ESE,N,11.0,9.0,46.0,59.0,1006.1,1004.9,8.0,8.0,27.3,25.5,No,No
44182,2016-12-30,Wollongong,20.2,31.7,0.0,,,SSW,48.0,,NW,0.0,22.0,65.0,39.0,1003.4,1000.1,7.0,8.0,23.8,30.7,No,No
44183,2016-12-31,Wollongong,19.6,23.1,0.4,,,S,43.0,S,SSW,30.0,17.0,88.0,80.0,1004.1,1004.1,8.0,8.0,21.2,22.5,No,No
47411,2016-07-01,Canberra,-0.4,11.6,1.0,,,NW,48.0,NNW,NNW,17.0,20.0,79.0,60.0,1016.4,1018.5,,2.0,5.7,10.5,No,No
47412,2016-07-02,Canberra,-3.8,13.3,0.2,,,WNW,35.0,,WNW,0.0,20.0,91.0,49.0,1027.4,1024.4,,,1.4,12.6,No,No
47413,2016-07-03,Canberra,-5.2,12.9,0.0,,,NNW,35.0,NW,NNW,7.0,20.0,95.0,56.0,1027.5,1023.4,,,0.2,12.5,No,No
47414,2016-07-04,Canberra,-2.4,8.4,0.0,,,N,17.0,SSE,NNE,7.0,7.0,99.0,74.0,1021.3,1017.5,8.0,8.0,2.5,8.1,No,No
47415,2016-07-05,Canberra,0.3,8.0,4.8,,,NW,35.0,ESE,SSW,9.0,7.0,99.0,97.0,1012.4,1007.7,8.0,8.0,4.6,7.9,Yes,No
47416,2016-07-06,Canberra,4.4,11.3,18.0,,,NW,39.0,WNW,N,22.0,9.0,90.0,84.0,1006.3,1006.9,7.0,8.0,6.2,9.5,Yes,No
47417,2016-07-07,Canberra,6.2,14.6,0.4,,,S,41.0,S,SSW,15.0,19.0,77.0,54.0,1020.0,1019.8,3.0,5.0,11.3,14.6,No,No
47418,2016-07-08,Canberra,2.8,13.2,0.0,,,SSW,19.0,SSE,SE,7.0,13.0,88.0,73.0,1022.5,1020.3,8.0,8.0,7.8,12.2,No,No
47419,2016-07-09,Canberra,3.6,13.1,1.0,,,W,17.0,,N,0.0,13.0,92.0,69.0,1025.7,1023.7,8.0,6.0,8.1,11.9,No,No
47420,2016-07-10,Canberra,1.9,13.8,0.0,,,NNE,24.0,ESE,NNE,7.0,13.0,87.0,62.0,1026.2,1021.0,7.0,5.0,8.4,13.0,No,No
47421,2016-07-11,Canberra,7.8,13.4,9.8,,,NW,50.0,N,NW,19.0,35.0,88.0,71.0,1014.3,1010.2,8.0,1.0,9.8,13.0,Yes,No
47422,2016-07-12,Canberra,6.7,11.2,0.8,,,NNW,91.0,NNW,NW,28.0,43.0,84.0,67.0,1010.8,1006.0,8.0,6.0,7.7,9.7,No,No
47423,2016-07-13,Canberra,0.6,7.1,4.8,,,WNW,69.0,NW,WNW,31.0,20.0,83.0,56.0,1016.8,1021.6,3.0,7.0,2.2,5.6,Yes,No
47424,2016-07-14,Canberra,0.6,11.2,0.0,,,WNW,48.0,N,WNW,17.0,31.0,69.0,40.0,1030.1,1026.8,,,4.8,10.4,No,No
47425,2016-07-15,Canberra,-3.1,13.1,0.0,,,N,30.0,SE,NW,9.0,4.0,82.0,41.0,1032.0,1028.7,,,1.8,12.7,No,No
47426,2016-07-16,Canberra,-3.0,16.1,0.2,,,N,17.0,N,NNW,7.0,9.0,87.0,49.0,1034.7,1030.6,,,2.5,15.4,No,No
47427,2016-07-17,Canberra,1.1,16.2,0.0,,,NW,22.0,S,WNW,6.0,15.0,99.0,54.0,1033.1,1028.3,8.0,,3.2,15.8,No,No
47428,2016-07-18,Canberra,-1.8,17.6,0.2,,,NW,56.0,S,W,4.0,22.0,99.0,66.0,1026.0,1023.2,,3.0,6.7,16.0,No,No
47429,2016-07-19,Canberra,6.7,18.8,2.6,,,NW,35.0,N,NNW,17.0,20.0,96.0,78.0,1023.8,1021.7,8.0,2.0,13.8,16.7,Yes,No
47430,2016-07-20,Canberra,11.1,14.4,8.6,,,SW,20.0,ESE,NNE,9.0,11.0,99.0,79.0,1021.8,1021.8,8.0,7.0,11.8,14.1,Yes,No
47431,2016-07-21,Canberra,8.5,14.9,0.2,,,NNW,24.0,SW,NW,6.0,7.0,97.0,76.0,1022.1,1017.4,8.0,8.0,10.1,13.7,No,No
47432,2016-07-22,Canberra,9.6,16.9,0.6,,,NNW,78.0,NW,NNW,33.0,52.0,99.0,87.0,1008.5,999.0,8.0,8.0,13.7,16.3,No,No
47433,2016-07-23,Canberra,4.7,10.4,3.6,,,WNW,76.0,NW,N,35.0,20.0,77.0,58.0,1002.5,1007.2,2.0,8.0,6.9,8.0,Yes,No
47434,2016-07-24,Canberra,-2.2,8.4,0.2,,,W,48.0,,NNW,0.0,22.0,74.0,58.0,1016.2,1011.4,,7.0,3.8,7.6,No,No
47435,2016-07-25,Canberra,3.2,10.9,8.4,,,NW,54.0,NW,NW,30.0,28.0,82.0,68.0,1012.4,1013.0,2.0,8.0,6.6,8.6,Yes,No
47436,2016-07-26,Canberra,4.5,10.2,0.2,,,NW,65.0,NW,NW,30.0,30.0,71.0,54.0,1016.1,1013.6,,7.0,6.2,9.8,No,No
47437,2016-07-27,Canberra,4.6,11.8,5.2,,,WNW,43.0,NNW,WNW,28.0,26.0,88.0,62.0,1012.3,1015.4,8.0,,7.0,11.4,Yes,No
47438,2016-07-28,Canberra,1.4,12.6,0.0,,,WNW,41.0,N,WNW,15.0,26.0,78.0,52.0,1025.4,1023.3,,,6.1,12.3,No,No
47439,2016-07-29,Canberra,-3.4,12.8,0.2,,,NW,41.0,ESE,NW,6.0,31.0,85.0,60.0,1024.3,1020.5,,,5.0,11.7,No,No
47440,2016-07-30,Canberra,-1.0,11.9,0.0,,,NNW,26.0,N,N,6.0,15.0,99.0,61.0,1025.4,1021.2,8.0,,3.4,11.6,No,No
47441,2016-07-31,Canberra,3.3,14.9,0.0,,,W,43.0,NW,NNW,20.0,20.0,76.0,65.0,1019.0,1017.4,,4.0,9.7,14.0,No,No
47442,2016-08-01,Canberra,5.9,13.9,0.0,,,NNW,46.0,N,NW,20.0,19.0,88.0,90.0,1018.0,1013.7,6.0,8.0,9.6,10.2,No,No
47443,2016-08-02,Canberra,5.7,10.1,7.4,,,SSE,43.0,SE,SSE,9.0,20.0,94.0,58.0,1016.1,1016.2,8.0,8.0,6.3,9.0,Yes,No
47444,2016-08-03,Canberra,0.7,13.8,0.2,,,S,48.0,SSE,S,13.0,31.0,68.0,47.0,1022.9,1021.3,,2.0,7.4,12.7,No,No
47445,2016-08-04,Canberra,0.9,12.3,0.0,,,SSE,37.0,SSE,ESE,20.0,24.0,64.0,55.0,1027.8,1027.7,,5.0,7.3,11.8,No,No
47446,2016-08-05,Canberra,0.8,13.7,0.0,,,S,19.0,S,W,9.0,7.0,75.0,42.0,1033.2,1029.4,3.0,,7.0,13.1,No,No
47447,2016-08-06,Canberra,-1.0,12.1,0.0,,,NW,24.0,ESE,NW,7.0,13.0,91.0,51.0,1030.0,1027.2,4.0,8.0,4.9,11.2,No,No
47448,2016-08-07,Canberra,1.5,11.6,0.0,,,ENE,20.0,SE,WSW,7.0,4.0,83.0,62.0,1028.0,1025.8,8.0,7.0,6.2,11.4,No,No
47449,2016-08-08,Canberra,-2.4,14.0,0.0,,,NNW,28.0,NW,NNW,2.0,17.0,95.0,46.0,1027.6,1023.5,,,4.3,13.5,No,No
47450,2016-08-09,Canberra,-1.1,15.6,0.0,,,NNW,37.0,,NW,0.0,22.0,88.0,60.0,1023.6,1018.8,,,5.4,14.2,No,No
47451,2016-08-10,Canberra,4.4,16.4,2.0,,,NW,61.0,NNW,WNW,30.0,37.0,88.0,45.0,1015.1,1013.4,7.0,1.0,10.4,14.2,Yes,No
47452,2016-08-11,Canberra,4.6,12.9,0.0,,,NNW,44.0,NW,NNW,15.0,31.0,58.0,48.0,1018.9,1018.8,,,9.1,12.1,No,No
47453,2016-08-12,Canberra,-4.4,10.6,0.0,,,WNW,44.0,ENE,N,2.0,28.0,86.0,61.0,1025.0,1020.4,,,2.1,9.3,No,No
47454,2016-08-13,Canberra,2.1,14.9,0.0,,,WNW,48.0,NW,WNW,26.0,31.0,66.0,43.0,1023.5,1021.3,,,9.0,13.9,No,No
47455,2016-08-14,Canberra,-1.2,15.8,0.0,,,WNW,30.0,SE,NNW,4.0,15.0,75.0,41.0,1029.3,1028.0,,,6.4,15.0,No,No
47456,2016-08-15,Canberra,-2.7,15.9,0.0,,,N,22.0,N,NNW,7.0,13.0,90.0,43.0,1033.8,1030.7,,,4.0,15.1,No,No
47457,2016-08-16,Canberra,-2.0,17.9,0.0,,,NW,43.0,,W,0.0,26.0,85.0,34.0,1031.8,1027.4,,,5.8,16.8,No,No
47458,2016-08-17,Canberra,0.8,15.8,0.0,,,NW,39.0,N,WNW,11.0,15.0,82.0,60.0,1026.6,1024.3,,7.0,10.6,13.7,No,No
47459,2016-08-18,Canberra,-1.8,18.4,0.0,,,NNW,33.0,WSW,NNW,2.0,20.0,92.0,49.0,1025.9,1021.7,,1.0,5.9,16.5,No,No
47460,2016-08-19,Canberra,-0.8,19.2,0.0,,,NNW,74.0,WSW,NNW,7.0,46.0,79.0,44.0,1018.7,1011.7,,2.0,8.5,17.5,No,No
47461,2016-08-20,Canberra,4.1,10.4,7.6,,,W,54.0,W,WNW,22.0,30.0,66.0,66.0,1014.9,1014.4,6.0,1.0,7.0,8.7,Yes,No
47462,2016-08-21,Canberra,3.9,12.8,1.2,,,WNW,39.0,N,WNW,19.0,22.0,84.0,60.0,1020.0,1017.9,8.0,5.0,6.7,10.7,Yes,No
47463,2016-08-22,Canberra,1.1,13.1,0.0,,,N,28.0,S,WSW,7.0,2.0,90.0,52.0,1017.6,1013.1,7.0,8.0,7.0,12.7,No,No
47464,2016-08-23,Canberra,4.1,13.7,4.4,,,S,24.0,SE,NNW,15.0,11.0,77.0,50.0,1014.7,1014.2,1.0,1.0,8.7,13.7,Yes,No
47465,2016-08-24,Canberra,5.6,10.7,0.2,,,ESE,24.0,SSE,E,11.0,13.0,79.0,70.0,1015.3,1010.2,8.0,7.0,8.5,9.7,No,No
47466,2016-08-25,Canberra,-0.4,13.7,13.4,,,NW,43.0,,WNW,0.0,22.0,97.0,42.0,1012.4,1010.9,1.0,8.0,5.7,11.4,Yes,No
47467,2016-08-26,Canberra,-1.4,12.7,0.0,,,SW,30.0,S,N,7.0,11.0,70.0,38.0,1021.0,1019.0,,,6.2,12.1,No,No
47468,2016-08-27,Canberra,-3.2,13.1,0.0,,,NNW,39.0,NNE,NNW,6.0,30.0,99.0,53.0,1024.6,1021.0,8.0,,1.8,12.1,No,No
47469,2016-08-28,Canberra,1.4,14.1,0.0,,,WNW,30.0,NW,,17.0,0.0,74.0,53.0,1024.3,1021.9,5.0,2.0,6.7,12.3,No,No
47470,2016-08-29,Canberra,-1.3,16.7,0.0,,,NNE,28.0,SSW,N,4.0,15.0,75.0,43.0,1028.4,1025.4,,8.0,6.9,14.9,No,No
47471,2016-08-30,Canberra,3.2,19.4,0.0,,,NNW,35.0,W,NW,4.0,24.0,85.0,46.0,1026.9,1022.8,7.0,,8.3,18.8,No,No
47472,2016-08-31,Canberra,8.3,16.7,9.8,,,NNW,54.0,NNW,NW,26.0,24.0,99.0,79.0,1018.6,1014.8,8.0,6.0,12.7,16.0,Yes,No
47473,2016-09-01,Canberra,4.3,16.7,1.8,,,NNW,31.0,NW,NNW,13.0,24.0,72.0,50.0,1020.9,1016.3,,7.0,12.2,14.7,Yes,No
47474,2016-09-02,Canberra,5.6,10.5,0.0,,,SE,28.0,SE,S,11.0,9.0,77.0,99.0,1012.6,1006.4,6.0,8.0,9.3,10.2,No,No
47475,2016-09-03,Canberra,9.1,14.6,53.6,,,WNW,50.0,NW,NW,19.0,30.0,99.0,84.0,999.2,1006.6,7.0,8.0,9.2,11.6,Yes,No
47476,2016-09-04,Canberra,4.9,13.9,1.0,,,NW,46.0,NW,NNW,19.0,35.0,69.0,65.0,1021.9,1023.0,,,10.3,12.5,No,No
47477,2016-09-05,Canberra,2.9,16.4,0.0,,,N,19.0,S,N,7.0,11.0,96.0,55.0,1031.5,1028.2,8.0,,5.7,15.7,No,No
47478,2016-09-06,Canberra,0.6,19.4,0.0,,,N,33.0,SW,NNW,6.0,20.0,75.0,40.0,1030.9,1027.8,,,9.4,18.7,No,No
47479,2016-09-07,Canberra,2.7,19.1,0.0,,,ENE,37.0,S,N,7.0,11.0,77.0,50.0,1033.0,1029.4,8.0,1.0,11.8,18.2,No,No
47480,2016-09-08,Canberra,6.9,20.0,0.0,,,NNW,48.0,NNW,NW,2.0,22.0,85.0,61.0,1029.1,1024.1,7.0,8.0,12.4,17.3,No,No
47481,2016-09-09,Canberra,5.2,17.4,0.0,,,NNW,48.0,NNW,NNE,6.0,13.0,70.0,79.0,1020.2,1015.5,8.0,8.0,14.6,14.5,No,No
47482,2016-09-10,Canberra,9.5,14.3,15.2,,,NW,44.0,NW,WNW,30.0,26.0,88.0,73.0,1011.0,1012.6,8.0,8.0,11.3,12.7,Yes,No
