id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
reUkd42MfNrQZexXd/Le+g==,Propiedad,2020-07-30,2020-08-05,2020-07-30,-34.5954578,-58.450468799999996,Argentina,Capital Federal,Villa Crespo,,,,10.0,10.0,10.0,,,,"Villa Crespo, casa 7 amb 993 Cimas propiedades",paga
YjI0VT8RFKKoAwtg8CKUtg==,Propiedad,2020-03-17,2020-07-06,2020-03-17,-31.435126699999998,-62.099056700000006,Argentina,Córdoba,San Francisco,,,,,2.0,1.0,,,,Vendo Casa 2 dormitorios a refaccionar,no paga
D4uL+VfmPqYRDPQpJT7Bng==,Propiedad,2020-03-26,2020-03-27,2020-03-26,-34.5985251546,-58.414488116,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,95.0,95.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,paga
YMfdYE79LFAs7q0SPEdaaw==,Propiedad,2020-06-18,9999-12-31,2020-06-18,-38.0276563,-57.544370900000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,6.0,5.0,4.0,,,,CASA EN VENTA  LOS TRONCOS,paga
utwUlbW2x3qgusFIbbSyFg==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-34.7088935,-58.26553320000001,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,Mensual,PH - Bernal Oeste,no paga
Bnuq9maHZAJZx1091XhNSQ==,Propiedad,2019-12-07,2019-12-14,2019-12-07,-34.5992612,-58.483953299999996,Argentina,Capital Federal,Villa del Parque,,,,2.0,1.0,1.0,51.0,46.0,,PH 2 Ambientes Planta Baja Sin Expensas,no paga
UALxqOleMlWc9AnGyxfcjw==,Propiedad,2020-03-04,9999-12-31,2020-03-04,-34.66107559,-58.36697388,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Avellaneda,,,,,1.0,,200.0,Mensual,PH de 3 ambientes,no paga
kFDhBFujQIvW0RNuZWo1uQ==,Propiedad,2020-04-23,9999-12-31,2020-04-23,-34.656620000000004,-58.513702,Argentina,Capital Federal,Mataderos,,,,2.0,1.0,1.0,,,,Zelada  7100 - U$D 120.000 - Tipo casa PH en Venta,no paga
wIxrVnMDkNEO4qWxyUBLQQ==,Propiedad,2019-11-26,2019-12-22,2019-11-26,-34.65478579999999,-58.5096016,Argentina,Capital Federal,Mataderos,,,,3.0,2.0,2.0,70.0,63.0,,PH de 3 ambientes en duplex al frente  a estrenar Mataderos,no paga
x7yPjeO1Q61sH7fFYwFALA==,Propiedad,2020-08-05,2020-08-07,2020-08-05,-34.5545188,-58.4915986,Argentina,Capital Federal,Saavedra,,,,2.0,1.0,2.0,52.0,52.0,,"HERMOSO DUPLEX 2 AMBIENTES TIPO PH,COCHERA CUBIERTA 2 BAÑOS BAJAS EXPENSAS.",no paga
nUE6jhjv89EhgeU8T6KJzw==,Propiedad,2020-06-23,9999-12-31,2020-06-23,-37.8451909415,-58.265731260500004,Argentina,Buenos Aires Interior,Balcarce,,,,4.0,3.0,1.0,,,,CASA EN VENTA - Calle 6 e/ 23 y 25,no paga
rLFviarq4eEF4yZg5rrx0w==,Propiedad,2019-12-13,2020-10-28,2019-12-13,-34.585127500000006,-58.49425720000001,Argentina,Capital Federal,Villa Pueyrredón,,,,2.0,,1.0,,52.0,Mensual,Ph 2 ambientes c/ terraza,no paga
7BOPtrUoWlYdPAlDLm2iFA==,Propiedad,2020-07-08,9999-12-31,2020-07-08,-34.546789200000006,-58.4865157,Argentina,Capital Federal,Saavedra,,,,2.0,1.0,1.0,40.0,40.0,Mensual,OPORTUNIDAD Ph/Depto Saavedra en PB Excelente estado con Edificio parquizado de 1500m2,no paga
0KV3PF15LDbgPiDoZwv4jw==,Propiedad,2020-02-13,2020-05-26,2020-02-13,-34.630587799999994,-58.5108245,Argentina,Capital Federal,Versalles,,,,2.0,1.0,1.0,42.0,40.0,Mensual,PH - Villa Luro,no paga
iyX9bDDGon5my2+7JE4+cQ==,Propiedad,2020-07-08,2020-10-03,2020-07-08,-34.598286,-58.49055500000001,Argentina,Capital Federal,Villa del Parque,,,,2.0,1.0,1.0,119.0,59.0,,VENTA PH 2 AMB con TERRAZA PROPIA.,no paga
VF1bb3RxyEIq7+DZr26dQQ==,Propiedad,2019-10-28,9999-12-31,2019-10-28,-31.477665261,-64.192664795,Argentina,Córdoba,Córdoba,,,,3.0,,1.0,,,Mensual,Duplex de Categoria! 3 Dormitorios! Housing de Inaudi,no paga
AXFPnl0sjZufzFm0AeRVFA==,Propiedad,2019-12-27,9999-12-31,2019-12-27,-34.5776914,-58.508447,Argentina,Capital Federal,Villa Pueyrredón,,,,,3.0,2.0,100.0,60.0,Mensual,PH 4 Amb. al Frente c/Terraza,no paga
rlxzYJ9unIw8lnoUzWAfbA==,Propiedad,2019-11-06,2019-11-24,2019-11-06,-34.597037,-58.44785600000001,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,59.0,55.0,,PH EN VENTA. 3 AMBIENTES - VILLA CRESPO,no paga
5ExwMlzj367jc6KYZ5uVOQ==,Propiedad,2020-02-05,2020-02-18,2020-02-05,-31.459259499999998,-64.5138326,Argentina,Capital Federal,,,,,5.0,2.0,1.0,,,,GRAN OPORTUNIDAD A PRECIO DE UN DPTO CASA EN SOL Y RIO,no paga
XPEvdmIBeqAUuM+k9Se4LA==,Propiedad,2019-10-29,2019-12-23,2019-10-29,-34.604984254499996,-58.465705755500004,Argentina,Capital Federal,Paternal,,,,4.0,2.0,1.0,98.0,77.0,Mensual,TRIPLEX SIN EXPENSAS! CON TERRAZA PROPIA,no paga
LuXUVm/gzXjPB+iAcyPjow==,Propiedad,2019-08-28,2019-10-21,2019-08-28,,,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,San Isidro,,,,2.0,2.0,168.0,90.0,,"PH 168m² con 2 Plantas en DEL LIBERTADOR, Av. 15900, San Isidro, San Isidro, por U$S 360.000",paga
sG7nRifeIo/m7MUx5WVkFg==,Propiedad,2019-12-24,2019-12-25,2019-12-24,-34.6241717886,-58.43575268439999,Argentina,Capital Federal,Caballito,,,,4.0,3.0,2.0,105.0,105.0,,Depto.tipo casa de 4 ambientes en Venta en Caballito,no paga
NxDW7smN2GVsg0IpV36MKQ==,Propiedad,2019-12-17,2020-08-05,2019-12-17,-33.0731262125,-68.4462652097,Argentina,Capital Federal,,,,,4.0,5.0,2.0,,,,VENDO CASA BARRIO JUDICIAL SAN MARTÍN,no paga
AeKpXxmywcpz93Djzx/u5Q==,Propiedad,2019-09-25,9999-12-31,2019-09-25,-34.6598739,-58.511188,Argentina,Capital Federal,Mataderos,,,,6.0,,2.0,150.0,80.0,Mensual,Casa - Mataderos,paga
Mlopmr0zDHBGbmKAMJWXQw==,Propiedad,2019-09-19,2020-02-09,2019-09-19,-34.589969,-58.413176,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,46.0,46.0,,VENTA DEPARTAMENTO PH 2 ambientes ALTO PALERMO,no paga
5sIVj/NrugfUs2daHi1XWA==,Propiedad,2020-04-25,2020-06-12,2020-04-25,-34.6315801416,-58.6805196014,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,3.0,2.0,1.0,70.0,70.0,Mensual,Duplex 3 ambientes en venta - a estrenar - con cochera - Ituzaingo,no paga
wEsuBs2GZiq9lm1ybaN4Iw==,Propiedad,2020-07-30,2020-09-02,2020-07-30,-41.125514,-71.238935,Argentina,Río Negro,San Carlos de Bariloche,San Carlos de Bariloche,,,2.0,1.0,1.0,49.0,49.0,,Bariloche Venta Duplex Entre Pinos PH,no paga
Bq6TpcFMgwTaGPii9n4AEw==,Propiedad,2020-03-11,9999-12-31,2020-03-11,-38.1158977362,-57.5971720958,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,1.0,,1.0,,,,ACANTILADOS - CASA MONOAMBIENTE - CON FINANCIACIÓN,no paga
bxCuVYtLhW0cHaMX8cx9zw==,Propiedad,2020-03-10,2020-06-27,2020-03-10,-32.94682,-60.63932,Argentina,Santa Fe,Rosario,,,,3.0,2.0,2.0,80.0,68.0,,PH DUPLEX EN VENTA 2 DORM. CON PATIO,no paga
sZKKQzhAqc/3KYoPuh5K9w==,Propiedad,2020-08-05,2020-08-14,2020-08-05,-34.685134000000005,-58.403213,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,3.0,2.0,1.0,52.0,52.0,,OPORTUNIDAD PH 3 ambientes en planta Baja,no paga
RAG+V6fEt0FE2H9omYPKOA==,Propiedad,2019-11-06,2019-11-21,2019-11-06,-34.6152426,-58.40622,Argentina,Capital Federal,Balvanera,,,,5.0,4.0,2.0,400.0,198.0,,Depto.tipo casa de 5 ambientes en Venta en Balvanera,paga
bdQ1x9qXmHBM0fGXg65Wig==,Propiedad,2019-10-29,9999-12-31,2019-10-29,-38.0202802,-57.570825600000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,60.0,55.0,,PH 3 amb. en PB al frente F.Sanchez y J.B.Justo Z/Mundialista,no paga
bv1I0BBzz+P7UCdpnX+Mkg==,Propiedad,2020-08-03,2020-08-24,2020-08-03,-32.9626451714,-60.673596999999994,Argentina,Santa Fe,Rosario,,,,3.0,2.0,1.0,,,,VENTA CASA 2 DORMITORIOS. (CRESPO 2600) .,no paga
IYq1Rdi35kHSra851A4tmQ==,Propiedad,2020-07-01,2020-07-02,2020-07-01,-34.631094,-58.689733999999994,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,4.0,3.0,1.0,112.0,100.0,,Impecable Triplex Tipo Casa en Complejo - PH,no paga
r5JiFiRNekOlsooklBcHCg==,Propiedad,2020-04-27,2020-08-10,2020-04-27,-31.462613300000005,-64.163942,Argentina,Córdoba,Córdoba,,,,,3.0,2.0,,,,Venta Casa Bº Los Cerveceros Cordoba,no paga
nBi+PrZbJiItc3UKD44RKQ==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-34.6725257,-58.4813105,Argentina,Capital Federal,Villa Lugano,,,,,,,,,,"PH, Entrada independiente, tres ambientes, Villa Lugano",no paga
z2tnu3J0pAmstsj59GJR4A==,Propiedad,2019-12-09,9999-12-31,2019-12-09,-34.6252647,-58.4636694,Argentina,Capital Federal,Flores,,,,3.0,,1.0,70.0,56.0,Mensual,PH 3 AMB C/ DOS PATIOS - 70 m2,no paga
qsmbOlmyIl260QwJZ26Yug==,Propiedad,2020-03-04,2020-10-22,2020-03-04,-38.016014299999995,-57.561428500000005,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,3.0,2.0,,,,HERMOSO HERMOSO PH 4 AMBIENTES CHAUVIN,no paga
T5yn64X2xUd9cKFPDxIHnw==,Propiedad,2020-05-08,9999-12-31,2020-05-08,-34.6454044,-58.5579549,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,3.0,2.0,1.0,70.0,60.0,Mensual,3 AMBIENTES | PIZZURNO al 100,no paga
d1ymGImPfG8b/LFUoSEB7w==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-34.5722521,-58.5380789,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,,,,3.0,2.0,3.0,,,,3AMB con terraza,no paga
mU5T+ALZGj9gv8EjBfGMkQ==,Propiedad,2020-08-21,9999-12-31,2020-08-21,-34.6557522449,-58.5587405429,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Ramos Mejia Sur,no paga
rgX8obdUTjAGADP6pvqOSg==,Propiedad,2019-10-27,2019-12-23,2019-10-27,-34.5848776,-58.588241000000004,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Martín Coronado,,,2.0,1.0,1.0,60.0,55.0,Mensual,PH 3 AMB CON BAÑO COMPLETO CON BAÑERA + PATIO + ALTILLO ,no paga
3L4U5t4pZJRgk8H9bOjanw==,Propiedad,2020-08-19,9999-12-31,2020-08-19,-31.476536600000003,-64.1957821,Argentina,Córdoba,Córdoba,,,,3.0,,2.0,,95.0,,"2 DUPLEX EN VENTA BARRIO INAUDI, SE RECIBEN PROPIEDADES EL VALOR EN VENTA ES POR LOS DOS",no paga
mYfVB+Dpi3Qi31HuFWCtZA==,Propiedad,2020-06-12,2020-08-19,2020-06-12,-34.5883804,-58.4229368,Argentina,Capital Federal,Palermo,,,,3.0,2.0,2.0,,,,PH - USO PROFESIONAL - OPORTUNIDAD - SIN EXPENSAS.-,paga
U9Uc3BHrS3lMr97nO2RubA==,Propiedad,2020-08-18,9999-12-31,2020-08-18,-34.6383794,-58.5449583,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,3.0,2.0,2.0,,,,Casa PH en Venta en Ciudadela,no paga
fWn0WTwY2LEIu0ixn1R3eg==,Propiedad,2020-01-31,2020-04-19,2020-01-31,-34.574471,-58.437454,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,36.0,36.0,,Venta PH en Palermo Capital Federal Concepción Arenal 2400,no paga
ARPii/NfG3ra5WstsGOuug==,Propiedad,2020-06-16,9999-12-31,2020-06-16,,,Argentina,Santa Fe,Alvear,,,,4.0,2.0,2.0,,,,"CASA EN VENTA 2 DORMITORIOS, ALVEAR",no paga
Xdg/tp39euLx6HrnE6nTPQ==,Propiedad,2020-07-25,9999-12-31,2020-07-25,-24.193977,-65.314633,Argentina,Jujuy,San Salvador de Jujuy,,,,4.0,3.0,1.0,100.0,69.0,,VENTA DE PH EN PLANTA ALTA 3 DORMITORIOS B° CUYAYA,no paga
NW40prCkQ6xrm1jwHLA1/g==,Propiedad,2020-08-14,2020-10-27,2020-08-14,-34.6498589,-58.5567558,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Ramos Mejia,no paga
v2bjrBxtsGF6iTFIb7/ABQ==,Propiedad,2020-06-06,2020-06-08,2020-06-06,-34.5898454123,-58.423169096,Argentina,Capital Federal,Palermo,Palermo Soho,,,4.0,3.0,3.0,142.0,142.0,,Depto.tipo casa de 4 ambientes en Venta en Palermo soho,paga
OpLqALFRcxc2M4BSkDm04w==,Propiedad,2019-12-06,2020-03-06,2019-12-06,,,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,San Alberto,,,2.0,,1.0,,,Mensual,PH - San Alberto,no paga
0Yc0Ox6SrBxgCirXVw81LA==,Propiedad,2020-04-23,9999-12-31,2020-04-23,-34.6020247,-58.462185899999994,Argentina,Capital Federal,Paternal,,,,3.0,2.0,1.0,62.0,54.0,,PH AL FRENTE 3 AMBIENTES PATIO BAÑO COMPLETO Y TOILETE BIEN UBICADO SIN EXPENSAS,no paga
a0c93wo9q9PNC1go1OiANA==,Propiedad,2020-04-21,9999-12-31,2020-04-21,-34.640755,-58.521885,Argentina,Capital Federal,Liniers,,,,4.0,3.0,2.0,,,,"Casa ex municipal, 4 ambientes con patio y garage, Liniers.",paga
SWf+eb59u36llVU+DAkJiw==,Propiedad,2020-06-19,2020-06-29,2020-06-19,-34.5966576,-58.531536100000004,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Sáenz Peña,,,3.0,2.0,1.0,,,,Venta PH de 3 amb 1º por escalera.,no paga
+QFVZPdrJvwV1hUkhBse+w==,Propiedad,2020-05-19,2020-10-05,2020-05-19,-37.1278735,-56.874210999999995,Argentina,Buenos Aires Costa Atlántica,Pinamar,,,,4.0,3.0,2.0,,,,Casa en Mar de Ostende-4 Ambientes + Lavadero-Gas natural-Jardin,no paga
ku6AYdiNChVHJrp9MonKvQ==,Propiedad,2019-09-25,9999-12-31,2019-09-25,,,Argentina,Córdoba,San Roque,,,,12.0,,5.0,500.0,500.0,Mensual,PH - Mcal. Lopez,paga
duHXAGpAulEpQmLdvl4sXw==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-34.449019470799996,-58.6651237304,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,,,,,,,"VENTA DE PH EN GRAL. PACHECO, TIGRE",no paga
CQ24h4zQF3sJoe0ieNON/A==,Propiedad,2019-08-13,2020-01-17,2019-08-13,-34.6171629986,-58.4978371651,Argentina,Capital Federal,Monte Castro,,,,3.0,2.0,3.0,131.0,113.0,Mensual,Mercedes 1900 - PH 4 ambientes al frente en 2 plantas con garaje - Monte Castro,paga
kjTcgjkBA++amf47cs5S3g==,Propiedad,2020-06-23,2020-08-05,2020-06-23,,,Argentina,Capital Federal,Barrio Norte,,,,5.0,3.0,,,,,CASA EN EL BARRIO RIVER - NUÑEZ,paga
TLY0zUF3MKqetuZpnnnivw==,Propiedad,2020-07-30,9999-12-31,2020-07-30,-34.653258799999996,-58.485371400000005,Argentina,Capital Federal,Parque Avellaneda,,,,4.0,3.0,1.0,,,,PH AL FRENTE 4 AMB CON DEPENDENCIA y TERRAZA,no paga
a3NIPKoyvd3shLkJk2FZQw==,Propiedad,2020-02-04,2020-05-29,2020-02-04,-34.57397079,-58.45506287,Argentina,Capital Federal,Colegiales,,,,3.0,2.0,2.0,91.0,76.0,Mensual,HERMOSO PH DE CALIDAD!! PATIO Y PARRILLA! EXCELENTE ZONA!,paga
cU/I9ePmdZ6oc0XZeagsMw==,Propiedad,2020-01-06,2020-02-18,2020-01-06,,,Argentina,Capital Federal,,,,,4.0,2.0,2.0,,,,Vendo PH al Frente 2 dormitorios y Garaje,no paga
5WkaO8pvlL3yjGZEY3Dojg==,Propiedad,2019-12-16,2020-08-05,2019-12-16,-31.6572671874,-64.432586692,Argentina,Córdoba,,,,,10.0,3.0,4.0,,,,Casa en Potrerillo  de Larreta,paga
9hQeXVux+RGiszO1CZbiDg==,Propiedad,2020-07-30,9999-12-31,2020-07-30,-37.0840340174,-56.8664132408,Argentina,Buenos Aires Costa Atlántica,Pinamar,,,,4.0,3.0,3.0,,,,1265 - Cul de Sac Espuelas,paga
tNAIAB6JWYYg/0CYGo+Ajg==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-38.044948299999994,-57.5523189,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,122.0,122.0,Mensual,3 AMBIENTES | AV. EDISON al 800,no paga
HUUff+fGh3Q1yuE0GYIe2Q==,Propiedad,2019-11-29,2020-02-18,2019-11-29,,,Argentina,Santa Fe,Rosario,,,,5.0,4.0,,,,,VENTA CASA 4 DORMITORIOS. COCHERA. (PUEYRREDON 2800),no paga
HJBsx3zIQTWKF5gYNeJxbg==,Propiedad,2020-05-04,2020-08-05,2020-05-04,-38.6912859,-62.2152294,Argentina,Buenos Aires Interior,Bahía Blanca,,,,4.0,3.0,1.0,,,,Venta de casa en B° Patagonia,paga
Smyj31O2glD77XDpxOv92w==,Propiedad,2020-03-06,2020-04-03,2020-03-06,-34.597865500000005,-58.5188988,Argentina,Capital Federal,Villa Devoto,,,,4.0,3.0,2.0,133.0,92.0,,Sanabria 4600 Villa Devoto PH 4amb U$365.000 Apto Prof,paga
QIfJUeuKFh27gsryWxSecQ==,Propiedad,2020-03-04,2020-08-06,2020-03-04,-34.69484329,-58.3437767,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Villa Dominico,,,,,1.0,,80.0,Mensual,Ph en venta,no paga
wY6aFn/oo+CMT1Itli5SLQ==,Propiedad,2020-08-05,9999-12-31,2020-08-05,-34.6514945,-58.512787800000005,Argentina,Capital Federal,Mataderos,,,,3.0,2.0,1.0,,,,ph 3amb a mts ecastro ideal refaccion y ampliacion sin exp,no paga
uPI8/F27fEOJr7ccAPWe1A==,Propiedad,2019-10-29,2019-10-29,2019-10-29,-34.5120308,-58.48218620000001,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Olivos,,,3.0,,1.0,80.0,72.0,Mensual,Hermosa casa tipo PH con entorno verde| Olivos zona Quinta Presidencial,paga
+iUuWzpc7aRna8BwmntQtA==,Propiedad,2020-01-22,2020-06-05,2020-01-22,-37.9979322,-57.5695931,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,3.0,2.0,56.0,56.0,Mensual,PH - Mar Del Plata,no paga
qbO9IucgAHkebKV4iMEOcQ==,Propiedad,2020-04-08,2020-04-16,2020-04-08,-34.597047913400004,-58.4282318646,Argentina,Capital Federal,Palermo,,,,,,2.0,145.0,145.0,,PH en venta en el barrio de Palermo (sin expensas),paga
Y/Lvgo5dqyPEXu4J/5bFzQ==,Propiedad,2020-04-21,9999-12-31,2020-04-21,-38.0317419,-57.5580488,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,1.0,2.0,,,,Ph tipo loft,no paga
QmjaOFiLyHKpRfUaVhzZ6A==,Propiedad,2020-07-30,9999-12-31,2020-07-30,-34.5996765,-58.3958115,Argentina,Capital Federal,Recoleta,,,,2.0,1.0,1.0,66.0,66.0,Mensual,"PH en edificio antiguo tipo loft, reciclado a nuevo con patio.",no paga
ZKc6UvcB7jm1i7Yan9v2Cg==,Propiedad,2019-12-18,2019-12-23,2019-12-18,-34.5912265618,-58.418356326899996,Argentina,Capital Federal,Palermo,,,,4.0,3.0,2.0,235.0,135.0,,"Venta de departamento 4 AMBIENTES en Palermo, Capital Federal.",paga
WxFfY8JouYS67idrd0lomw==,Propiedad,2020-08-30,9999-12-31,2020-08-30,-34.6496872,-58.6506803,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Castelar,,,,2.0,1.0,190.0,92.0,Mensual,Casa en venta Castelar,no paga
0VSm7p8VjO7fJSyYdlgpnw==,Propiedad,2020-07-25,2020-07-29,2020-07-25,-34.6025612101,-58.4522682132,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,60.0,60.0,,Depto.tipo casa de 3 ambientes en Venta en Villa crespo,no paga
whmPA/MZgLmhIgwheK14eQ==,Propiedad,2020-02-28,2020-09-01,2020-02-28,-34.609016,-58.423341,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,68.0,58.0,,PH en Venta en pleno corazón de Almagro,no paga
488Kd7KA/aC8TZGKC1KBzA==,Propiedad,2019-11-20,9999-12-31,2019-11-20,-34.6554584,-58.6452437,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Castelar,,,,,,55.0,55.0,Mensual,PH - Castelar Sur,no paga
NJKfV6w1avmTlf+j5VLxaw==,Propiedad,2020-05-26,2020-07-01,2020-05-26,-32.896449575700004,-68.8502159651,Argentina,Mendoza,Mendoza,,,,7.0,4.0,2.0,,,,CASA EN VENTA EN CAPITAL 4 DORMITORIOS,paga
J9lexUkTnDNVd4EZSgwDxw==,Propiedad,2020-05-28,2020-08-05,2020-05-28,-38.2513116182,-57.8377331862,Argentina,Buenos Aires Costa Atlántica,Miramar,,,,3.0,2.0,1.0,,,,Casa en barrio Las Lomas,no paga
Ym9Q3NzKGZLyjWMieOv92g==,Propiedad,2020-01-16,2020-02-11,2020-01-16,-34.593788364699996,-58.4280162351,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,65.0,57.0,,Depto.tipo casa de 3 ambientes en Venta en Villa crespo,no paga
Q9lkPfynZrhpWC694C9oEw==,Propiedad,2019-11-03,2020-02-18,2019-11-03,-38.0464516,-57.5640755,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,79.0,63.0,,Ph de 3 ambientes en complejo a estrenar!!,no paga
jd7CFFk1Q7Of9DY9XsknRQ==,Propiedad,2020-06-23,2020-06-30,2020-06-23,-34.625541999999996,-58.372278,Argentina,Capital Federal,San Telmo,,,,3.0,2.0,1.0,,,,PH 3 Ambientes y medio con terraza,paga
Fu4AH4rtmwghEvniZ/E8Bg==,Propiedad,2020-08-18,2020-09-04,2020-08-18,-34.639080299999996,-58.5834356,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Haedo,,,5.0,3.0,2.0,170.0,155.0,Mensual,"Triplex tipo Casa de 5 ambientes en Haedo con Quincho, Parrilla y Balcón",no paga
gHzcz7MBU8kNAHVOV1NWkQ==,Propiedad,2020-05-12,9999-12-31,2020-05-12,-34.5696463,-58.4998374,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,121.0,62.0,Mensual,PH - Villa Urquiza,paga
r9efEtWh1ZslCm3tXexOpA==,Propiedad,2019-10-31,2019-11-07,2019-10-31,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,San Justo,,,4.0,,2.0,,163.0,,PH en Venta San Justo / La Matanza (A074 274),no paga
zgQb5sQ3OeWpBmbCCXTU9Q==,Propiedad,2019-11-13,2020-04-07,2019-11-13,-34.7153407,-58.412201100000004,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Remedios de Escalada,,,3.0,,1.0,,,Mensual,PH - Remedios De Escalada,no paga
2c9q3Zq+1cJqw6g/RgFv3w==,Propiedad,2019-12-04,2019-12-14,2019-12-04,-34.6192407,-58.4865894,Argentina,Capital Federal,Paternal,,,,4.0,,1.0,94.0,84.0,Mensual,Venta de PH en Villa Santa Rita con excelente distribución,no paga
gTgIPmbaOGDAnevvoimZEA==,Propiedad,2020-08-11,9999-12-31,2020-08-11,-34.6947675184,-58.331308364899996,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,1.0,,,,Departamento Tipo Casa en Venta en Villa Dominico,no paga
BDYrDOWVO1nyPMqJSEGm9A==,Propiedad,2020-07-08,2020-09-15,2020-07-08,-34.6349,-58.5000452,Argentina,Capital Federal,Villa Luro,,,,4.0,3.0,2.0,,140.0,Mensual,Lope de Vega 300-Villa Luro-Capital Federal.,paga
Qx4N96nRNOKqs1DSkAJxzg==,Propiedad,2019-12-12,2020-01-19,2019-12-12,-34.715407,-58.539496,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ciudad Evita,,,3.0,2.0,1.0,88.0,72.0,,"PH 3 AMBIENTES C/LAVADERO, PATIO Y GUARDACOCHE",no paga
NGLP0T1fOz21tFc8sWIaPw==,Propiedad,2020-03-06,2020-07-02,2020-03-06,-34.687428000000004,-58.423232999999996,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,2.0,1.0,1.0,45.0,40.0,,PH 2 amb C/PATIO,no paga
yf+wvKDCMlBhjTIbI7i7Lw==,Propiedad,2019-09-06,2020-02-18,2019-09-06,-37.9982301,-57.5771468,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,45.0,45.0,,PH 2 AMBIENTES EN PRIMER PISO A LA CALLE CON COCHERA,no paga
Gc0pzmWAMJKIlitwxOiEcQ==,Propiedad,2019-11-03,2019-12-17,2019-11-03,,,Argentina,Capital Federal,Villa Devoto,,,,6.0,4.0,1.0,319.0,108.0,Mensual,Oportunidad de 2 casas de 3 amb cada una en devoto,paga
BT/v+88d9X+gPgZuDOA3GA==,Propiedad,2020-06-30,2020-07-03,2020-06-30,-34.659304999999996,-58.361495,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Avellaneda,,,5.0,4.0,2.0,267.0,101.0,,VENTA  DE PH  5 AMB CON PATIO  AVELLANEDA,no paga
rhLTu580+Z+/RqtrozGK4Q==,Propiedad,2019-11-15,9999-12-31,2019-11-15,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Los Acantilados,,,4.0,3.0,2.0,,,,Venta casa con pileta en Golf de Acantilados,no paga
