id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews
39917260;Beautiful apartment in the heart of Recoleta.;11459416;Felisa;RECOLETA;-3.458.847;-5.839.001;Entire home/apt;6577;2;0
39917315;Incre«ble PH en Palermo Hollywood;20289621;Manuel;PALERMO;-3.457.791;-5.843.408;Entire home/apt;5979;1;0
39917316;RECOLETA/Stylish Flat 150m2 3 bed 3 ba Alvear Av;10581724;Melisa;RECOLETA;-3.458.959;-5.838.683;Entire home/apt;7773;3;0
39918254;magical  house in the heart of Capital Federal;579749;Juan;VILLA CRESPO;-3.459.912;-5.844.072;Private room;598;1;0
39919500;LUXURY apartment in the heart of Palermo, BSAS;307607841;Pilar;PALERMO;-3.457.588;-5.840.562;Entire home/apt;4425;1;0
39919626;Luminoso departamento en la calle Esmeralda;48064803;Federico;RETIRO;-3.459.772;-5.837.741;Entire home/apt;2392;3;0
39920590;Departamento en villa urquiza super luminoso;131290057;Sofia;VILLA URQUIZA;-3.456.535;-5.848.897;Entire home/apt;1196;6;0
39920656;Habitacion individual grande/luminosa/2 plazas;260433108;Nair;PALERMO;-3.458.812;-5.842.135;Private room;837;3;0
39921124;Rocker loft 64m2 en Bajo Belgrano;299491299;Carolina;BELGRANO;-345.493;-5.844.598;Entire home/apt;1555;2;4
39922138;Hermoso departamento monoambiente en Recoleta;304359293;Gladys;RECOLETA;-3.459.013;-5.840.789;Entire home/apt;777;5;0
39922250;Hermoso departamento en coraz«¸n de Buenos Aires;307627330;Ivan;VILLA CRESPO;-3.459.751;-5.842.808;Entire home/apt;1375;7;0
39922503;Centro,  1 amb, 4 estrellas! Due«Òo directo;264555382;Silvia;SAN NICOLAS;-3.460.307;-5.837.903;Entire home/apt;1375;2;0
39922526;Departamento loft / moderno en Palermo;153522185;Esteban;PALERMO;-3.458.466;-5.843.868;Entire home/apt;1196;1;1
39923270;Departamento C«¸modo, Grande y Acogedor;307642486;Ger«¸nimo;VILLA CRESPO;-3.459.351;-584.314;Entire home/apt;1196;15;0
39923515;Encantador Departamento en Monserrat;58042308;Sebasti«≠n;MONSERRAT;-3.461.713;-5.839.064;Entire home/apt;2093;2;0
39923706;HABITACI«?N EN CASA ANTIG«?A;307289664;Gerardo;CONSTITUCION;-3.462.859;-5.838.465;Private room;658;1;0
39923731;La terracita del Abasto;307645690;Gise;BALVANERA;-3.460.044;-5.840.479;Entire home/apt;777;1;1
39924665;HH Humboldt Home - luminous and cozy apartment;92279806;Nicole;PALERMO;-3.458.349;-5.843.493;Entire home/apt;2691;3;2
39925197;Hermoso 2 amb / 2 pers - Superanfitri«¸n!;236372779;Florencia;RETIRO;-3.459.437;-5.837.925;Entire home/apt;1734;1;0
39925305;Luminoso departamento de 1 dormitorio en Recoleta;160902287;Santiago;RECOLETA;-3.459.293;-5.840.095;Entire home/apt;2093;2;2
39925571;Éùœ 68 | 6 guests 2 aparts same building É??É??É??É??É??;5412762;Super Host;SAN NICOLAS;-3.460.215;-5.837.791;Entire home/apt;4484;1;0
39925811;Dpto reciclado para 4! 2 amb. Superanfitri«¸n!;236372779;Florencia;RETIRO;-3.459.413;-5.837.927;Entire home/apt;1734;1;1
39926061;Estudio luminoso y renovado! Superanfitri«¸n!;236372779;Florencia;RETIRO;-3.459.408;-5.838.071;Entire home/apt;1674;1;0
39927067;Amplio y luminoso estudio en Palermo Soho;236521186;Fernando Y Maria Victoria;PALERMO;-3.459.112;-5.842.039;Entire home/apt;1794;2;1
39927299;Luxury Palermo Hollywood Quartier Apartment;76840368;Gaston;PALERMO;-345.775;-5.843.913;Entire home/apt;4484;5;0
39927452;Hermosa habitaci«¸n en el coraz«¸n de Buenos Aires!;64571603;Catalina;SAN NICOLAS;-3.460.515;-5.838.405;Private room;718;20;0
39933838;Maris;307795506;Stella;ALMAGRO;-3.461.825;-5.841.749;Shared room;777;3;0
39934372;Cool studio in the É?≠ of Villa Crespo (outlet zone);16133446;Luis & Florencia;VILLA CRESPO;-3.459.488;-5.843.948;Entire home/apt;2691;5;0
39936120;Palermo nice flat;218923671;Martin;PALERMO;-3.457.881;-5.843.225;Private room;1256;5;0
39936393;Hermoso y moderno monoambiente! Superanfitri«¸n;236372779;Florencia;RETIRO;-3.459.298;-5.837.859;Entire home/apt;1674;1;0
39937152;Departamento tipo casa con hermosa terraza;241449986;Ximena;AGRONOMIA;-3.459.605;-5.849.777;Entire home/apt;1854;1;0
39938106;Incre«ble STUDIO en Bellini Esmeralda;1028764;Cecilia;RETIRO;-3.459.622;-5.837.938;Entire home/apt;5680;1;0
39938155;Departamento de dise«Òo en el barrio de Caballito;304098452;Ver«¸nica;FLORES;-34.629;-5.845.239;Entire home/apt;1913;14;0
39938534;Amazing one bedroom Torre Bellini Esmeralda;1028764;Cecilia;RETIRO;-3.459.702;-5.837.878;Entire home/apt;8670;1;0
39938741;Espectacular dos dormitorios Bellini Esmeralda;1028764;Cecilia;RETIRO;-3.459.699;-5.837.747;Entire home/apt;8969;1;0
39939904;Confortable Espacio en Boedo;79917713;Soledad;BOEDO;-3.463.618;-5.841.263;Private room;837;3;0
39940403;Excelente habitaci«¸n muy luminosa-solo Mujeres;270801624;Paz;COLEGIALES;-3.456.945;-5.844.892;Private room;718;7;0
39940509;Doble o Twin en hermosa casa  compartida;19383492;Mara;SAN CRISTOBAL;-3.461.992;-5.839.237;Private room;897;1;1
39941373;Hermosa Habitaci«¸n Grande en Casa Compartida;19383492;Mara;SAN CRISTOBAL;-3.462.001;-583.919;Private room;1674;1;0
39941444;2 amb.piso 29.Torre en Palermo.Todos los amenities;119613;Marcos;PALERMO;-3.457.862;-5.842.627;Entire home/apt;2990;90;0
39941958;Habitaci«¸n luminosa con ba«Òo privado;26012477;Macarena;PALERMO;-3.458.087;-5.843.987;Private room;2990;3;0
39942341;KAPSELHAUSE Hotel Boutique Double room;293546076;Kapsel;PALERMO;-3.458.659;-5.842.992;Private room;6577;2;0
39943173;Great and bright apartment in Palermo Queen.;31375534;Sabrina;VILLA CRESPO;-3.459.451;-5.844.008;Entire home/apt;1794;2;0
39943695;Departamento con gran terraza;7449333;Stella Maris;MONSERRAT;-3.461.277;-5.838.554;Entire home/apt;3049;1;0
39943711;APARTMENT Rod Pena III -  By Hart;12450540;Maria;RECOLETA;-3.459.011;-5.839.036;Entire home/apt;9567;3;0
39943938;Vinilo Apartment Recoleta;74213408;Lorena;RECOLETA;-3.458.553;-5.840.039;Entire home/apt;2093;7;0
39944043;Designer Studio - Ultra Premium Location;7002314;Max;PALERMO;-3.457.948;-5.840.345;Entire home/apt;2332;1;0
39944947;Au Cè?ur de Palermo Soho a metros de Plaza Serrano;307598214;Quimey;PALERMO;-3.458.773;-5.842.955;Entire home/apt;2153;3;1
39945312;Family break near Palermo;26237082;Carla;CHACARITA;-3.458.759;-584.473;Entire home/apt;5979;4;0
39945492;Estilo Franc«∏s en Buenos Aires- P. de Melo & Junin;2597734;Welcome2BA;RECOLETA;-3.459.226;-5.839.533;Entire home/apt;2392;5;0
39946918;Dpto con 1 dormitorio en Palermo Soho É?? 4 personas;55553719;For Rent Argentina;PALERMO;-3.458.366;-5.842.649;Entire home/apt;3408;3;0
39947050;Hermosa habitaci«¸n. Lugar s«ßper c«≠lido. Los espero;307925887;Araceli;CABALLITO;-3.461.407;-5.844.011;Private room;897;3;0
39947428;HABITACI«?N  INDIVIDUAL;229257989;Monica;RETIRO;-3.459.784;-5.837.921;Private room;777;2;0
39947439;C«≠lido departamento de 1 dormitorio en Recoleta;90532206;Candelaria;RECOLETA;-3.459.797;-5.838.926;Entire home/apt;2392;2;0
39948312;Hermoso departamento en pleno Palermo!!!!;28021667;Jonn Jonn;PALERMO;-3.459.089;-5.841.178;Entire home/apt;2930;3;0
39949633;Luminous room in Villa Urquiza -near subway/train;55689099;Lusin«∏;VILLA URQUIZA;-3.457.377;-5.848.462;Private room;897;2;0
39950032;Modern Loft with Fantastic Roof Garden in Palermo;175655129;Lucila;CHACARITA;-3.458.382;-5.844.669;Entire home/apt;1495;3;1
39950859;Luxury apartment. Zona UADE y a 6 cuadras SanTelmo;210147055;Giorgina;MONSERRAT;-3.461.654;-5.838.652;Entire home/apt;2990;1;0
39950921;Beatiful 1 Br a few steps from campo de Polo;1875949;Diego;PALERMO;-3.456.836;-5.843.215;Entire home/apt;2392;3;0
39951646;THE BEST LOCATION IN BUENOS AIRES;21141971;Paula;RECOLETA;-3.459.609;-584.001;Entire home/apt;1614;3;0
39951800;Centro tur«stico Recoleta, sol, gran balc«¸n, 2 amb;93839688;Daiana;RECOLETA;-3.458.801;-5.839.215;Entire home/apt;2930;3;1
39952385;Se alquila habitacion privada con ba«Òo en suite;307999074;Mariel Cristina;PALERMO;-3.457.515;-5.843.707;Private room;777;1;0
39952872;LUMINOSO A METROS DE LOS BOSQUES DE PALERMO!!!;2638657;Brian;PALERMO;-3.457.813;-5.842.225;Entire home/apt;1315;2;1
39953916;Department furnished in Recoleta;307068282;Stefani;RECOLETA;-3.458.799;-5.838.888;Entire home/apt;3588;1;0
39960238;Exclusivo departamento en Palermo Hollywood;17595803;Alexis;PALERMO;-3.457.768;-5.842.974;Entire home/apt;5979;2;0
39961805;Apartment with character in the heart of Recoleta;30018965;Maria;RECOLETA;-3.459.031;-5.839.285;Entire home/apt;4185;2;1
39962777;Exc. ubicaci«¸n Palermo - WIFI - Lavadero+secadora;22086877;Emilia;PALERMO;-345.882;-5.841.618;Entire home/apt;2691;2;1
39962830;Habitacion privada. Casa en zona c«∏ntrica.;24381943;Yaya, Vani Y Joaqui.;BALVANERA;-3.460.719;-5.840.469;Private room;658;1;0
39963309;Departamento Luminoso para 2  en Monte Castro.;100264042;Jean Lucas;MONTE CASTRO;-3.461.896;-5.850.796;Entire home/apt;2212;2;0
39964528;Libertador 1138;289142101;Maria Clara;RECOLETA;-345.849;-5.838.831;Private room;1794;1;1
39966294;Puerto Madero, el barrio m«≠s lindo y seguro;4899319;Sol;PUERTO MADERO;-3.461.494;-5.836.241;Entire home/apt;2990;180;0
39966539;ilVero Hostel Recoleta - Habitaci«¸n 6 pasajeros;96158881;Veronica;RECOLETA;-3.459.162;-584.033;Private room;957;1;0
39966609;C«≠lido y c«¸modo depto en el coraz«¸n de Caballito;5854019;Caro;CABALLITO;-3.461.579;-5.843.673;Entire home/apt;1913;2;0
39967902;Standard Doble;73626866;Ch;RETIRO;-3.459.675;-5.837.775;Entire home/apt;298962;1;0
39968044;Hermoso monoambiente en excepcional ubicacion!!!;201402350;Yael Vanina;PALERMO;-3.457.876;-5.842.758;Entire home/apt;2093;1;3
39968143;ilVero Hostel Recoleta - Casa Entera ideal Grupos;96158881;Veronica;RECOLETA;-3.459.332;-584.035;Entire home/apt;957;2;0
39968479;ilVero Hostel Recoleta - Habitaci«¸n 10 pasajeros;96158881;Veronica;RECOLETA;-3.459.271;-5.840.457;Private room;957;1;0
39968930;Monoambiente en Almagro É?? 2 personas;55553719;For Rent Argentina;ALMAGRO;-3.461.191;-5.842.695;Entire home/apt;2511;3;0
39969159;Amplio depto 4 amb, 2 ba«Òos, al frente con balc«¸n;307833987;Marina;BALVANERA;-3.460.386;-5.840.283;Entire home/apt;897;90;0
39970323;OBELISCO 989;56523303;Paulina;SAN NICOLAS;-3.460.325;-5.838.058;Entire home/apt;2153;2;0
39970435;Large, modern Loft in San Telmo.;103251096;Facundo;MONSERRAT;-3.461.684;-5.837.871;Entire home/apt;2990;2;1
39971293;Studio in Palermo, Julian Alvarez St. (;48064803;Federico;PALERMO;-345.926;-5.842.386;Entire home/apt;2392;3;0
39971699;Flat in Almagro, Bustamante St. (32);48064803;Federico;ALMAGRO;-3.460.309;-5.841.513;Entire home/apt;2392;3;0
39972805;Classic deco in the heart of tango;53670;Simona(And)Kris;ALMAGRO;-3.460.659;-5.841.417;Entire home/apt;2691;4;0
39973274;Caseros, SanTelmo;308169209;Ale;BARRACAS;-3.462.871;-5.837.664;Private room;658;1;0
39973728;Departamento con exelente ubicacion;271103977;Graciela Y Ulises;BALVANERA;-3.461.307;-5.839.715;Entire home/apt;1555;1;0
39982441;Studio en Recoleta Azcuenaga y Guido;55553719;For Rent Argentina;RECOLETA;-3.458.613;-5.839.469;Entire home/apt;2093;6;0
39982484;Excelente monoambiente en barrio norte;93716442;Eduardo;RETIRO;-3.459.828;-583.859;Entire home/apt;1674;2;0
39982628;Palermo soho ,  Kitchen room;308265777;Mar«a Julia;PALERMO;-3.458.879;-5.842.381;Entire home/apt;1734;1;4
39984057;Inmejorable ubicaci«¸n en Recoleta;55791338;Laura;RECOLETA;-3.459.214;-5.839.144;Entire home/apt;4604;3;0
39985659;Departamentos en el centro de Buenos Aires;308099229;Darius;SAN NICOLAS;-3.459.979;-5.837.941;Entire home/apt;2930;3;0
39985936;Modern Condo in Palermo;308300055;Eduardo;PALERMO;-3.458.633;-5.840.875;Entire home/apt;4783;7;0
39986209;Comfortable departamento en Ca«Òitas, Palermo;199568272;Nora;PALERMO;-3.456.448;-5.843.956;Entire home/apt;2392;7;0
39986310;Breathtaking apartment at the heart of Recoleta!;16455165;Alexa;RECOLETA;-3.459.222;-5.839.779;Entire home/apt;4783;10;1
39986729;Amplio ambiente tipo Loft Palermo;279222409;Ruth;ALMAGRO;-3.459.892;-5.841.385;Entire home/apt;2212;2;0
39986776;Studio super moderno en el coraz«¸n de Belgrano!;210295488;Monica Graciela;BELGRANO;-3.455.542;-5.845.556;Entire home/apt;1614;2;0
39987748;Espectacular departamento c piscina Palermo Chico;9665775;Liliana;PALERMO;-3.457.951;-5.840.605;Entire home/apt;3887;3;0
39987953;Departamento 2 amb,super luminoso y tranquilo;33907489;Rocio;SAAVEDRA;-3.455.209;-584.754;Entire home/apt;1196;30;0
39988214;Habitaci«¸n acogedora en el coraz«¸n de Baires;66757264;Juan Francisco;RECOLETA;-3.459.753;-5.839.029;Private room;1016;2;0
39988338;Hermoso departamento con piscina y gimnasio.;175303261;Graciela Liliana;CHACARITA;-3.458.176;-5.845.232;Entire home/apt;2691;3;0
39988597;Urquiza Center;279999260;Carlos;VILLA URQUIZA;-3.457.167;-584.812;Entire home/apt;897;6;0
39988930;Hermoso Ph en Versalles!;9151013;Martin;VERSALLES;-3.463.168;-5.852.744;Shared room;957;1;0
39988948;Habitaci«¸n c«≠lida en el coraz«¸n de Baires;66757264;Juan Francisco;RECOLETA;-3.459.601;-583.915;Private room;1016;2;1
39989104;Dos habitaciones para disfrutar;66757264;Juan Francisco;RECOLETA;-3.459.639;-5.839.194;Private room;1375;2;0
39990659;3 Bedroom. Big Apartment City Center;9825211;Andres;BALVANERA;-3.460.678;-5.840.215;Entire home/apt;4006;5;0
39991716;Departamento en el coraz«¸n de Bs As, GREAT VIEWÉ?¨ã˜è;81745190;Amparo;RETIRO;-3.459.739;-5.838.438;Entire home/apt;2691;1;2
39991802;Calm & Happy Place;308355061;Sabrina;PALERMO;-3.456.838;-5.843.156;Entire home/apt;2093;2;0
39992145;Casino Pto. Madero Buenos Aires Amplio Apartamento;15890874;Genaro;PUERTO MADERO;-346.216;-5.836.544;Entire home/apt;2153;2;0
39994330;Luminoso departamento en Caballito frente a Plaza;46853262;Facundo;CABALLITO;-3.462.246;-5.845.501;Entire home/apt;1973;2;0
39994507;Faena Puerto Madero, anual;4899319;Sol;PUERTO MADERO;-3.461.102;-5.836.166;Entire home/apt;5023;1;0
39994787;Puerto Madero, Hotel Faena x d«a;4899319;Sol;PUERTO MADERO;-3.461.545;-5.836.249;Private room;10763;1;0
39994843;PERFECT SMALL ONE BEDROOM APARTMENT RECOLETA;1381697;Silvina;RECOLETA;-3.459.565;-5.839.354;Entire home/apt;2451;3;0
39995653;excepcional casa antigua impecable Villa Crespo;308402965;Claudio;VILLA CRESPO;-3.459.436;-5.843.486;Private room;3588;7;1
39999789;BA Balcony   |   Modern, Cozy and Great Location!;308458574;Susana & Emilio;SAN NICOLAS;-3.460.598;-5.838.091;Entire home/apt;1614;2;2
40002436;LUXURY ACCOMMODATION - LE PARC ALCORTA;308480493;Carolina;PALERMO;-3.457.688;-5.840.631;Entire home/apt;30016;7;0
40003374;Spacious and bright in Palermo;92531730;Hernan;PALERMO;-3.457.926;-5.841.699;Entire home/apt;2691;15;0
40003436;Departamento c«¸modo & luminoso en Recoleta;308489579;Luciana;RECOLETA;-3.459.417;-5.839.687;Entire home/apt;2691;7;0
40003781;Light full Top Floor In Recoleta;308024668;WeHost;RECOLETA;-3.458.809;-5.839.823;Entire home/apt;1794;1;0
40004370;Hermoso departamento en el coraz«¸n de caballito;145576523;Giselle;CABALLITO;-346.264;-5.844.123;Entire home/apt;2691;1;0
40005186;QUARTIER MADERO URBANO. Best location and services;171477995;Marcelo;SAN TELMO;-3.461.699;-5.836.785;Entire home/apt;4484;5;0
40006241;Alto Palermo, moderno y luminoso.;3054899;Camila;RECOLETA;-3.459.482;-5.841.157;Entire home/apt;1973;1;0
40006597;Departamento completo en Palermo;144180704;Luis;PALERMO;-3.458.443;-5.842.876;Entire home/apt;2392;7;1
40006778;Loft con amenities en RECOLETA;289858052;Omar;RECOLETA;-3.459.143;-5.839.427;Entire home/apt;2093;1;0
40007450;Spacious room in Palermo;99686464;Gerardo;PALERMO;-3.459.099;-5.843.362;Private room;718;1;0
40008180;Beautiful apartment Colegiales / Palermo;67937511;Juan Pablo;COLEGIALES;-3.457.704;-5.845.761;Private room;1794;2;0
40008560;Sunny Duplex in Palermo Hollywood;64137265;Akemi;PALERMO;-3.458.025;-5.843.863;Entire home/apt;4484;1;0
40008787;Habitacion tranquila y Armoniosa;308533580;Alicia;PALERMO;-3.458.629;-5.842.921;Private room;1016;1;0
40009184;Departamento en Puerto Madero;230054892;Alicia Dolores;PUERTO MADERO;-3.461.836;-5.836.188;Entire home/apt;3588;2;0
40009848;Hermosa casa totalmente equipada con terraza;52100;Yanina;VILLA MITRE;-3.460.944;-584.712;Entire home/apt;1196;60;0
40010009;Hermosa habitacion en casco historico de Bs.As.;308553781;Ivan David;SAN TELMO;-3.461.934;-5.837.036;Private room;598;1;1
40010315;Luminoso PH cerca de Plaza Serrano, Palermo Soho;308556593;Mabel;PALERMO;-3.458.682;-5.843.228;Entire home/apt;2990;1;1
40010375;Apartment in Recoleta;307343404;Juan Pedro;RECOLETA;-3.458.713;-5.839.824;Entire home/apt;2691;3;0
40010673;Luminoso departamento en RECOLETA;90532206;Candelaria;RECOLETA;-3.458.717;-5.838.584;Entire home/apt;2392;2;1
40011002;Alojamiento Habitaci«¸n Dormitorio en Buenos Aires;308493274;Pepo;BALVANERA;-3.460.149;-5.840.771;Private room;718;3;0
40011573;El Mejor Lugar en Buenos Aires junto al Obelisco;308567765;Micaela;SAN NICOLAS;-3.460.496;-5.837.755;Entire home/apt;2093;2;0
40012108;Éùœ 678 | 8 guests at 3 aparts same building É??É??É??É??É??;5412762;Super Host;SAN NICOLAS;-3.460.295;-5.837.863;Entire home/apt;6577;1;0
40012361;Especacular monoambiente.;3712093;Pedro;PALERMO;-3.458.209;-5.843.307;Entire home/apt;1315;15;0
40012522;Vista panor«≠mica entre San Telmo y Puerto Madero;308579429;Marion;MONSERRAT;-3.460.822;-5.837.701;Entire home/apt;1196;1;1
40013205;Departamento Villa Crespo;204606953;Noelia;VILLA CRESPO;-3.460.183;-584.421;Entire home/apt;1375;1;1
40013461;Habitaci«¸n Ba«Òo privado cerca de plaza serrano;230653279;Yormaikel;VILLA CRESPO;-3.459.233;-5.843.464;Private room;957;1;0
40013778;A 100 mts. del Teatro Col«¸n. Arquitectura Parisina;173741369;Tom«≠s;RETIRO;-3.459.806;-5.838.198;Entire home/apt;2631;2;0
40017604;Hermosa Casa en Saavedra Moderna Luminoso terraza;98586049;Marcelo;SAAVEDRA;-3.455.316;-584.777;Private room;2093;3;0
40018548;Éùœ 78 | 6 guests 2 aparts same building É??É??É??É??É??;5412762;Super Host;SAN NICOLAS;-346.036;-5.837.705;Entire home/apt;4484;1;0
40019177;Éùœ 810 | 6 personas 2 aparts mismo edificio É??É??É??É??É??;5412762;Super Host;SAN NICOLAS;-3.460.312;-5.837.874;Entire home/apt;4484;1;0
40021359;Casa, Pileta, Cochera.River-Belgrano 3 dormitorios;301267298;Aimara;PALERMO;-3.457.345;-5.840.839;Entire home/apt;658;1;0
40022785;Migueletes Park!;22234197;Luciano;PALERMO;-3.456.757;-5.843.369;Entire home/apt;2870;2;1
40023011;Hermoso Depto en el coraz«¸n de Palermo Hollywood!;308678045;Sil Y Gon;PALERMO;-3.458.013;-584.393;Entire home/apt;2153;2;2
40023133;Beautiful Studio for 2 - Best Spot Buenos Aires;298874610;Pablo;RECOLETA;-3.458.798;-5.840.074;Entire home/apt;2153;4;0
40023349;Monoambiente en San Mart«n al 900;22337881;Hortensia;RETIRO;-3.459.711;-5.837.481;Entire home/apt;1256;3;0
40023711;Monoambiente confortable en Belgrano.;86307453;Tom«≠s;COLEGIALES;-3.456.998;-5.845.578;Entire home/apt;1495;2;1
40024308;Loft encantador y pintoresco;80660180;Silvana;BOCA;-3.464.071;-5.836.803;Entire home/apt;1495;2;1
40024597;Tany;185848765;Sandra;PALERMO;-3.459.656;-5.841.887;Private room;1196;1;0
40025606;Éùœ 6810 | 8 guests at 3 aparts same building É??É??É??É??É??;5412762;Super Host;SAN NICOLAS;-3.460.331;-5.837.867;Entire home/apt;6577;1;0
40026187;TOPACIO TOWER Departament de Lujo;206667100;Natasha;RECOLETA;-3.459.503;-584.143;Entire home/apt;5082;2;0
40026918;Apartamento en Recoleta para 2 personas.;3469227;Federico;RECOLETA;-3.458.491;-5.839.614;Entire home/apt;3109;3;0
40027082;Apto en Predio cerrado -Amenities-Optima Ubicaci«¸n;308705679;Veronica;NU•EZ;-3.453.849;-5.846.578;Entire home/apt;4484;2;0
40027155;Habitaci«¸n Privada con ba«Òo - Private room w bath;1409787;Federico;COLEGIALES;-3.456.952;-5.844.962;Private room;1435;7;0
40028015;Excelente ubicaci«¸n  en Recoleta;7007014;Josefina;RECOLETA;-3.459.286;-5.840.681;Entire home/apt;2093;3;0
40029172;Luminoso departamento con gran terraza soleada :);16090136;Mariana;MONSERRAT;-3.461.598;-5.837.772;Private room;2990;7;0
40029565;Studio en recoleta;290824592;Justina;RECOLETA;-3.459.164;-5.839.776;Entire home/apt;1854;1;3
40030431;Luxury Palermo Hollywood - Bright Dept - Own yard;43430644;Ana;PALERMO;-3.457.887;-5.843.922;Entire home/apt;5979;15;0
40030708;Alegre Studio de estilo nordico en Recoleta!;6062813;Joaquin;RECOLETA;-3.459.049;-583.938;Entire home/apt;1794;3;1
40031019;Dodis Loft - 6 blocks from Recoleta Cemetery;50854954;Rodri;RECOLETA;-3.458.808;-5.839.881;Entire home/apt;2093;2;0
40032514;Casa estilo bohemio con amor;24824548;Rocio;VILLA ORTUZAR;-3.458.051;-5.847.137;Private room;777;1;0
40033217;Encantador departamento en pleno recoleta;17612034;Guille Y Lula;PALERMO;-3.458.285;-5.840.472;Entire home/apt;2392;2;0
40033556;Private Room with awesome terrace!;118985449;Miguel;COGHLAN;-3.456.029;-5.846.864;Private room;1495;1;0
40033894;Amplio y moderno Studio Bosques de Palermo;308762439;Maria Del Carmen;PALERMO;-3.457.265;-5.842.282;Entire home/apt;2990;2;1
40035296;Compartamos el depto. Y tene, experiencia porte«Òa!;12602048;Harold;VILLA URQUIZA;-3.456.697;-5.848.617;Shared room;1016;1;0
40035377;DPTO: ZONA:   PUERTO MADERO   -  RETIRO;270164712;Liliasonia;RETIRO;-3.459.721;-5.837.239;Entire home/apt;5023;1;0
40035587;Chic and bright flat in Recoleta;74737243;Silvana;RECOLETA;-3.458.837;-5.838.595;Entire home/apt;3289;3;0
40036970;Éùœ 7810 | 8 guests at 3 aparts same building É??É??É??É??É??;5412762;Super Host;SAN NICOLAS;-3.460.221;-5.837.895;Entire home/apt;6577;1;0
40037508;San Jos«∏, tu refugio vacacional;238488605;Stella Maris;MONSERRAT;-3.461.315;-5.838.537;Entire home/apt;1076;1;0
40037857;Stylish Bedroom priv bathroom and balcony Recoleta;219870129;Martin;RECOLETA;-3.458.752;-5.840.525;Private room;897;2;2
40038308;C«¸modo depto 2 ambientes amoblado;169947941;Nicol«≠s;BALVANERA;-3.461.702;-5.839.498;Entire home/apt;1495;1;0
40038559;Pe«Òa Palermo;53345178;Luciano;RECOLETA;-3.458.611;-5.840.591;Entire home/apt;2093;2;0
40038796;Depto 2 Amb de Lujo a mts de Av del Libertador;1749480;Pablo;PALERMO;-3.457.374;-5.841.849;Entire home/apt;2093;3;1
40039622;Depto a estrenar pileta a mts Caminito y Bombonera;105759150;Ver«¸nica;BOCA;-3.463.852;-5.836.438;Entire home/apt;1973;1;1
40041619;Dto amoblado en flores. bien ubicado y accesible;308834994;Jonatan Ivan;FLORESTA;-3.462.393;-5.848.582;Entire home/apt;2810;1;1
40041771;Beautiful apartment in excellent location;307197511;Alex Rafael;PUERTO MADERO;-3.461.403;-5.836.083;Entire home/apt;14290;1;0
40047444;Beatiful apartament in the best area of Palermo;41207100;Gabriela;PALERMO;-3.458.103;-584.137;Entire home/apt;4185;2;0
40049631;Sunny 2br home + Studio Room at Ca«Òitas;209505817;Juan Pablo;PALERMO;-3.456.892;-5.843.649;Entire home/apt;3887;1;0
40050225;Casa familiar pleno barrio de Belgrano;189812971;Chibu;VILLA ORTUZAR;-3.457.769;-5.846.922;Entire home/apt;4006;7;0
40050784;Pacific Apart, en el coraz«¸n de la calle Florida;53456439;Marcelo;SAN NICOLAS;-3.460.025;-5.837.631;Entire home/apt;2990;3;0
40050905;Luminoso monoambiente en Plaza Italia, Palermo.;56195149;Daniel;PALERMO;-3.458.165;-5.841.951;Entire home/apt;2093;3;0
40051606;Big double room w/ balcony for long stay;12630572;Mai;SAN NICOLAS;-346.081;-5.837.717;Private room;897;30;0
40052182;CASA DE CHICAS ARGENTINAS;262806290;Miriam;PALERMO;-3.458.898;-5.843.376;Shared room;598;5;0
40052602;Wonderfull and cozy Apartment in Recoleta.;202572687;Emanuel;RECOLETA;-3.458.596;-5.840.091;Private room;1495;3;0
40053887;Ca«Òitas - Hermoso departamento con vista al Polo;11882048;Meli;PALERMO;-3.456.982;-5.843.223;Entire home/apt;7175;15;0
40054283;2PAX- A estrenar- Palermo Soho con Parrilla- 5*;2597734;Welcome2BA;PALERMO;-3.458.236;-5.842.565;Entire home/apt;1973;5;0
40054440;Tango haus Fleming 600 mts Fleni 1500 mts;205537496;Anabel;COLEGIALES;-3.457.057;-5.844.657;Entire home/apt;2691;3;0
40055016;Espacio Vidal;44301484;Mirta Y Carlos;NU•EZ;-3.455.569;-584.673;Entire home/apt;1555;2;0
40055131;Comfortable y moderno, Ar«≠oz y Charcas;124983053;Diego;PALERMO;-3.458.779;-5.841.798;Entire home/apt;1854;1;1
40056718;Departamento en Villa crespo (A metros del Subte);238949020;Nicolas;VILLA CRESPO;-3.459.362;-5.844.467;Entire home/apt;1854;1;0
40057594;É?Ω El jard«n de Villa Urquiza É?®É??;308960851;Sofia;VILLA URQUIZA;-3.457.167;-5.848.554;Entire home/apt;1495;25;0
40058276;Departamento BA Congreso, Excelente ubicacion;206683101;Marina;MONSERRAT;-3.461.389;-583.845;Entire home/apt;2093;1;1
40058787;Habitaci«¸n privada en c«≠lida y hermosa casa.;308979428;Claudia;ALMAGRO;-3.460.994;-5.842.667;Private room;777;1;0
40058832;MONOAMBIENTE EN LA MEJOR ZONA DE PALERMO HOLLYWOOD;28069298;Evangelina;PALERMO;-3.457.927;-5.843.915;Entire home/apt;1973;7;0
40059179;Excelente Monoambiente con Parrilla y pileta. Alma;242547404;Maricel;ALMAGRO;-3.460.653;-5.841.974;Entire home/apt;1614;1;0
